,movie_name,movie_year,movie_runtime,imdb_ratings,number_votes,us_gross_millions,directors,cast,movie_description
16,Title : Spider-Man: No Way Home,Year : 2021,Run time : 148,IMDB rating : 8.2,Votes : 838870,Revenue USD : 804.75,Director : Jon Watts,"Cast : Tom Holland, Zendaya, Benedict Cumberbatch, Jacob Batalon","Summary : With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man."
17,Title : Howl's Moving Castle,Year : 2004,Run time : 119,IMDB rating : 8.2,Votes : 427650,Revenue USD : 4.71,Director : Hayao Miyazaki,"Cast : Chieko Baishô, Takuya Kimura, Tatsuya Gashûin, Akihiro Miwa","Summary : When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle."
18,Title : Pan's Labyrinth,Year : 2006,Run time : 118,IMDB rating : 8.2,Votes : 691112,Revenue USD : 37.63,Director : Guillermo del Toro,"Cast : Ivana Baquero, Ariadna Gil, Sergi López, Maribel Verdú","Summary : In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world."
19,Title : Monty Python and the Holy Grail,Year : 1975,Run time : 91,IMDB rating : 8.2,Votes : 560338,Revenue USD : 1.23,"Director : Terry Gilliam, Terry Jones","Cast : Graham Chapman, John Cleese, Eric Idle, Terry Gilliam","Summary : King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles."
20,Title : Tumbbad,Year : 2018,Run time : 104,IMDB rating : 8.2,Votes : 55930,Revenue USD : ,"Director : Rahi Anil Barve, Anand Gandhi, Adesh Prasad","Cast : Sohum Shah, Jyoti Malshe, Anita Date-Kelkar, Ronjini Chakraborty",Summary : A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.
21,Title : Klaus,Year : 2019,Run time : 96,IMDB rating : 8.2,Votes : 173035,Revenue USD : ,"Director : Sergio Pablos, Carlos Martínez López","Cast : Jason Schwartzman, J.K. Simmons, Rashida Jones, Will Sasso","Summary : A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions."
22,Title : Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,Year : 2020,Run time : 117,IMDB rating : 8.2,Votes : 68633,Revenue USD : 47.7,Director : Haruo Sotozaki,"Cast : Natsuki Hanae, Akari Kitô, Yoshitsugu Matsuoka, Hiro Shimono","Summary : After his family was brutally murdered and his sister turned into a demon, Tanjiro Kamado's journey as a demon slayer began. Tanjiro and his comrades embark on a new mission aboard the Mugen Train, on track to despair."
23,Title : Ugetsu,Year : 1953,Run time : 96,IMDB rating : 8.2,Votes : 25093,Revenue USD : 0.01,Director : Kenji Mizoguchi,"Cast : Masayuki Mori, Machiko Kyô, Kinuyo Tanaka, Mitsuko Mito","Summary : A tale of ambition, family, love, and war set in the midst of the Japanese Civil Wars of the sixteenth century."
24,Title : Pirates of the Caribbean: The Curse of the Black Pearl,Year : 2003,Run time : 143,IMDB rating : 8.1,Votes : 1179714,Revenue USD : 305.41,Director : Gore Verbinski,"Cast : Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley","Summary : Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead."
25,Title : Harry Potter and the Deathly Hallows: Part 2,Year : 2011,Run time : 130,IMDB rating : 8.1,Votes : 921942,Revenue USD : 381.01,Director : David Yates,"Cast : Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon","Summary : Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts."
26,Title : Ratatouille,Year : 2007,Run time : 111,IMDB rating : 8.1,Votes : 793472,Revenue USD : 206.45,"Director : Brad Bird, Jan Pinkava","Cast : Brad Garrett, Lou Romano, Patton Oswalt, Ian Holm",Summary : A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.
27,Title : The Wizard of Oz,Year : 1939,Run time : 102,IMDB rating : 8.1,Votes : 418383,Revenue USD : 2.08,"Director : Victor Fleming, King Vidor","Cast : Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr","Summary : Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz, and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes."
28,Title : Inside Out,Year : 2015,Run time : 95,IMDB rating : 8.1,Votes : 758315,Revenue USD : 356.46,"Director : Pete Docter, Ronnie Del Carmen","Cast : Amy Poehler, Bill Hader, Lewis Black, Mindy Kaling","Summary : After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust, and Sadness - conflict on how best to navigate a new city, house, and school."
29,"Title : Monsters, Inc.",Year : 2001,Run time : 92,IMDB rating : 8.1,Votes : 953966,Revenue USD : 289.92,"Director : Pete Docter, David Silverman, Lee Unkrich","Cast : Billy Crystal, John Goodman, Mary Gibbs, Steve Buscemi","Summary : In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think."
30,Title : How to Train Your Dragon,Year : 2010,Run time : 98,IMDB rating : 8.1,Votes : 779160,Revenue USD : 217.58,"Director : Dean DeBlois, Chris Sanders","Cast : Jay Baruchel, Gerard Butler, Christopher Mintz-Plasse, Craig Ferguson","Summary : A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed."
31,Title : My Neighbor Totoro,Year : 1988,Run time : 86,IMDB rating : 8.1,Votes : 364173,Revenue USD : 1.11,Director : Hayao Miyazaki,"Cast : Hitoshi Takagi, Noriko Hidaka, Chika Sakamoto, Shigesato Itoi","Summary : When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby."
32,Title : The Seventh Seal,Year : 1957,Run time : 96,IMDB rating : 8.1,Votes : 194009,Revenue USD : ,Director : Ingmar Bergman,"Cast : Max von Sydow, Gunnar Björnstrand, Bengt Ekerot, Nils Poppe","Summary : A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague."
33,Title : OMG: Oh My God!,Year : 2012,Run time : 125,IMDB rating : 8.1,Votes : 63582,Revenue USD : 0.92,Director : Umesh Shukla,"Cast : Paresh Rawal, Akshay Kumar, Mithun Chakraborty, Mahesh Manjrekar",Summary : A shopkeeper takes God to court when his shop is destroyed by an earthquake.
34,Title : Underground,Year : 1995,Run time : 167,IMDB rating : 8.1,Votes : 60302,Revenue USD : 0.17,Director : Emir Kusturica,"Cast : Predrag 'Miki' Manojlovic, Lazar Ristovski, Mirjana Jokovic, Slavko Stimac","Summary : Two underground black marketeers, Marko and Blacky, sell weapons to the Communist resistance in wartime Belgrade, living the good life along the way."
35,Title : Wolf Children,Year : 2012,Run time : 117,IMDB rating : 8.1,Votes : 47987,Revenue USD : ,Director : Mamoru Hosoda,"Cast : Aoi Miyazaki, Takao Osawa, Haru Kuroki, Yukito Nishii","Summary : After her werewolf lover unexpectedly dies in an accident while hunting for food for their children, a young woman must find ways to raise the werewolf son and daughter that she had with him while keeping their trait hidden from society."
36,Title : Time of the Gypsies,Year : 1988,Run time : 142,IMDB rating : 8.1,Votes : 32123,Revenue USD : 0.28,Director : Emir Kusturica,"Cast : Davor Dujmovic, Bora Todorovic, Ljubica Adzovic, Husnija Hasimovic","Summary : In this luminous tale set in the area around Sarajevo and in Italy, Perhan, an engaging young Romany (gypsy) with telekinetic powers, is seduced by the quick-cash world of petty crime, which threatens to destroy him and those he loves."
37,Title : The Princess Bride,Year : 1987,Run time : 98,IMDB rating : 8.0,Votes : 442410,Revenue USD : 30.86,Director : Rob Reiner,"Cast : Cary Elwes, Mandy Patinkin, Robin Wright, Chris Sarandon","Summary : A bedridden boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love."
38,Title : Aladdin,Year : 1992,Run time : 90,IMDB rating : 8.0,Votes : 451442,Revenue USD : 217.35,"Director : Ron Clements, John Musker","Cast : Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman",Summary : A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.
39,Title : Beauty and the Beast,Year : 1991,Run time : 84,IMDB rating : 8.0,Votes : 471762,Revenue USD : 218.97,"Director : Gary Trousdale, Kirk Wise","Cast : Paige O'Hara, Robby Benson, Jesse Corti, Rex Everhart",Summary : A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.
40,Title : Groundhog Day,Year : 1993,Run time : 101,IMDB rating : 8.0,Votes : 665463,Revenue USD : 70.91,Director : Harold Ramis,"Cast : Bill Murray, Andie MacDowell, Chris Elliott, Stephen Tobolowsky","Summary : A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day."
41,Title : Soul,Year : 2020,Run time : 100,IMDB rating : 8.0,Votes : 360286,Revenue USD : ,"Director : Pete Docter, Kemp Powers","Cast : Jamie Foxx, Tina Fey, Graham Norton, Rachel House","Summary : After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife."
42,Title : Big Fish,Year : 2003,Run time : 125,IMDB rating : 8.0,Votes : 452813,Revenue USD : 66.26,Director : Tim Burton,"Cast : Ewan McGregor, Albert Finney, Billy Crudup, Jessica Lange",Summary : A frustrated son tries to determine the fact from fiction in his dying father's life.
43,Title : Akira,Year : 1988,Run time : 124,IMDB rating : 8.0,Votes : 198736,Revenue USD : 0.55,Director : Katsuhiro Ôtomo,"Cast : Mitsuo Iwata, Nozomu Sasaki, Mami Koyama, Tesshô Genda","Summary : A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by a teenager, his gang of biker friends and a group of psychics."
44,Title : Castle in the Sky,Year : 1986,Run time : 125,IMDB rating : 8.0,Votes : 175947,Revenue USD : ,Director : Hayao Miyazaki,"Cast : Mayumi Tanaka, Keiko Yokozawa, Kotoe Hatsui, Minori Terada",Summary : A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.
45,Title : Pink Floyd: The Wall,Year : 1982,Run time : 95,IMDB rating : 8.0,Votes : 84035,Revenue USD : 22.24,Director : Alan Parker,"Cast : Bob Geldof, Christine Hargreaves, James Laurenson, Eleanor David",Summary : A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.
46,Title : Wolfwalkers,Year : 2020,Run time : 103,IMDB rating : 8.0,Votes : 36868,Revenue USD : ,"Director : Tomm Moore, Ross Stewart","Cast : Honor Kneafsey, Eva Whittaker, Sean Bean, Simon McBurney",Summary : A young apprentice hunter and her father journey to Ireland to help wipe out the last wolf pack. But everything changes when she befriends a free-spirited girl from a mysterious tribe rumored to transform into wolves by night.
47,Title : Song of the Sea,Year : 2014,Run time : 93,IMDB rating : 8.0,Votes : 61812,Revenue USD : 0.86,Director : Tomm Moore,"Cast : David Rawle, Brendan Gleeson, Lisa Hannigan, Fionnula Flanagan","Summary : Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world."
48,Title : The Tale of The Princess Kaguya,Year : 2013,Run time : 137,IMDB rating : 8.0,Votes : 51483,Revenue USD : 1.51,Director : Isao Takahata,"Cast : Chloë Grace Moretz, James Caan, Mary Steenburgen, James Marsden","Summary : Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her, but ultimately she must confront her fate, the punishment for her crime."
49,Title : The Exterminating Angel,Year : 1962,Run time : 95,IMDB rating : 8.0,Votes : 34845,Revenue USD : ,Director : Luis Buñuel,"Cast : Silvia Pinal, Jacqueline Andere, Enrique Rambal, José Baviera",Summary : The guests at an upper-class dinner party find themselves unable to leave.
