,movie_name,movie_year,movie_runtime,imdb_ratings,number_votes,us_gross_millions,directors,cast,movie_description
24,Title : The Handmaiden,Year : 2016,Run time : 145,IMDB rating : 8.1,Votes : 164400,Revenue USD : 2.01,Director : Park Chan-wook,"Cast : Kim Min-hee, Ha Jung-woo, Cho Jin-woong, Moon So-ri","Summary : A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her."
25,Title : The Sound of Music,Year : 1965,Run time : 172,IMDB rating : 8.1,Votes : 250709,Revenue USD : 163.21,Director : Robert Wise,"Cast : Julie Andrews, Christopher Plummer, Eleanor Parker, Richard Haydn",Summary : A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.
26,Title : Before Sunrise,Year : 1995,Run time : 101,IMDB rating : 8.1,Votes : 329470,Revenue USD : 5.54,Director : Richard Linklater,"Cast : Ethan Hawke, Julie Delpy, Andrea Eckert, Hanno Pöschl","Summary : A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together."
27,Title : Portrait of a Lady on Fire,Year : 2019,Run time : 122,IMDB rating : 8.1,Votes : 103656,Revenue USD : 3.76,Director : Céline Sciamma,"Cast : Noémie Merlant, Adèle Haenel, Luàna Bajrami, Valeria Golino","Summary : On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman."
28,Title : In the Mood for Love,Year : 2000,Run time : 98,IMDB rating : 8.1,Votes : 161424,Revenue USD : 2.73,Director : Kar-Wai Wong,"Cast : Tony Leung Chiu-wai, Maggie Cheung, Siu Ping-Lam, Tung Cho 'Joe' Cheung","Summary : Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs."
29,Title : The Red Shoes,Year : 1948,Run time : 135,IMDB rating : 8.1,Votes : 37825,Revenue USD : 10.9,"Director : Michael Powell, Emeric Pressburger","Cast : Anton Walbrook, Marius Goring, Moira Shearer, Robert Helpmann",Summary : A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.
30,Title : Before Sunset,Year : 2004,Run time : 80,IMDB rating : 8.1,Votes : 280606,Revenue USD : 5.82,Director : Richard Linklater,"Cast : Ethan Hawke, Julie Delpy, Vernon Dobtcheff, Louise Lemoine Torrès","Summary : Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour."
31,Title : Rebecca,Year : 1940,Run time : 130,IMDB rating : 8.1,Votes : 143603,Revenue USD : 4.36,Director : Alfred Hitchcock,"Cast : Laurence Olivier, Joan Fontaine, George Sanders, Judith Anderson",Summary : A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.
32,Title : Farewell My Concubine,Year : 1992,Run time : 171,IMDB rating : 8.1,Votes : 31946,Revenue USD : 5.22,Director : Kaige Chen,"Cast : Leslie Cheung, Fengyi Zhang, Gong Li, You Ge",Summary : Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and endure some of the most troublesome times in China's history.
33,Title : The Best Years of Our Lives,Year : 1946,Run time : 170,IMDB rating : 8.1,Votes : 68679,Revenue USD : 23.65,Director : William Wyler,"Cast : Myrna Loy, Dana Andrews, Fredric March, Teresa Wright","Summary : Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed."
34,Title : It Happened One Night,Year : 1934,Run time : 105,IMDB rating : 8.1,Votes : 109486,Revenue USD : 4.36,Director : Frank Capra,"Cast : Clark Gable, Claudette Colbert, Walter Connolly, Roscoe Karns","Summary : A renegade reporter trailing a young runaway heiress for a big story joins her on a bus heading from Florida to New York, and they end up stuck with each other when the bus leaves them behind at one of the stops."
35,Title : Wild Strawberries,Year : 1957,Run time : 91,IMDB rating : 8.1,Votes : 112393,Revenue USD : ,Director : Ingmar Bergman,"Cast : Victor Sjöström, Bibi Andersson, Ingrid Thulin, Gunnar Björnstrand","Summary : After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence."
36,Title : Three Colors: Red,Year : 1994,Run time : 99,IMDB rating : 8.1,Votes : 107983,Revenue USD : 4.04,Director : Krzysztof Kieslowski,"Cast : Irène Jacob, Jean-Louis Trintignant, Frédérique Feder, Jean-Pierre Lorit",Summary : A model discovers a retired judge is keen on invading people's privacy.
37,Title : Yi Yi,Year : 2000,Run time : 173,IMDB rating : 8.1,Votes : 27264,Revenue USD : 1.14,Director : Edward Yang,"Cast : Nien-Jen Wu, Elaine Jin, Issei Ogata, Kelly Lee",Summary : Each member of a middle-class Taipei family seeks to reconcile past and present relationships within their daily lives.
38,Title : A Woman Under the Influence,Year : 1974,Run time : 155,IMDB rating : 8.1,Votes : 27715,Revenue USD : 13.34,Director : John Cassavetes,"Cast : Gena Rowlands, Peter Falk, Fred Draper, Lady Rowlands","Summary : Although wife and mother Mabel is loved by her husband Nick, her mental illness places a strain on the marriage."
39,Title : Sunrise,Year : 1927,Run time : 94,IMDB rating : 8.1,Votes : 53035,Revenue USD : 0.54,Director : F.W. Murnau,"Cast : George O'Brien, Janet Gaynor, Margaret Livingston, Bodil Rosing","Summary : A sophisticated city woman seduces a farmer and convinces him to murder his wife and join her in the city, but he ends up rekindling his romance with his wife when he changes his mind at the last moment."
40,Title : A Moment to Remember,Year : 2004,Run time : 117,IMDB rating : 8.1,Votes : 25080,Revenue USD : ,Director : John H. Lee,"Cast : Jung Woo-sung, Son Ye-jin, Jong-hak Baek, Seon-jin Lee",Summary : A young couple's enduring love is tested when 27-year-old Su-jin is diagnosed with a rare form of Alzheimer's disease.
41,Title : The Gold Rush,Year : 1925,Run time : 95,IMDB rating : 8.1,Votes : 116227,Revenue USD : 5.45,Director : Charles Chaplin,"Cast : Charles Chaplin, Mack Swain, Tom Murray, Henry Bergman","Summary : A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall."
42,Title : Barfi!,Year : 2012,Run time : 151,IMDB rating : 8.1,Votes : 85160,Revenue USD : 2.8,Director : Anurag Basu,"Cast : Ranbir Kapoor, Priyanka Chopra Jonas, Ileana D'Cruz, Saurabh Shukla",Summary : Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.
43,Title : Dil Chahta Hai,Year : 2001,Run time : 183,IMDB rating : 8.1,Votes : 74714,Revenue USD : 0.3,Director : Farhan Akhtar,"Cast : Aamir Khan, Saif Ali Khan, Akshaye Khanna, Preity G Zinta","Summary : Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension."
44,Title : Raise the Red Lantern,Year : 1991,Run time : 125,IMDB rating : 8.1,Votes : 34552,Revenue USD : 2.6,Director : Yimou Zhang,"Cast : Gong Li, Jingwu Ma, Saifei He, Cuifen Cao","Summary : A young woman becomes the fourth wife of a wealthy lord, and must learn to live with the strict rules and tensions within the household."
45,Title : A Short Film About Love,Year : 1988,Run time : 87,IMDB rating : 8.1,Votes : 25341,Revenue USD : ,Director : Krzysztof Kieslowski,"Cast : Grazyna Szapolowska, Olaf Lubaszenko, Stefania Iwinska, Piotr Machalica","Summary : A naive inexperienced young man spies on a woman who lives across the courtyard, and falls in love with her. He starts using tricks which he hopes will lead to them meeting."
46,Title : The Circus,Year : 1928,Run time : 72,IMDB rating : 8.1,Votes : 35381,Revenue USD : ,Director : Charles Chaplin,"Cast : Charles Chaplin, Merna Kennedy, Al Ernest Garcia, Harry Crocker",Summary : The Tramp finds work and the girl of his dreams at a circus.
47,Title : Past Lives,Year : 2023,Run time : 105,IMDB rating : 8.0,Votes : 36086,Revenue USD : ,Director : Celine Song,"Cast : Greta Lee, Teo Yoo, John Magaro, Moon Seung-ah","Summary : Nora and Hae Sung, two deeply connected childhood friends, are wrested apart after Nora's family emigrates from South Korea. Twenty years later, they are reunited for one fateful week as they confront notions of love and destiny."
48,Title : The Princess Bride,Year : 1987,Run time : 98,IMDB rating : 8.0,Votes : 442410,Revenue USD : 30.86,Director : Rob Reiner,"Cast : Cary Elwes, Mandy Patinkin, Robin Wright, Chris Sarandon","Summary : A bedridden boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love."
49,Title : La La Land,Year : 2016,Run time : 128,IMDB rating : 8.0,Votes : 638943,Revenue USD : 151.1,Director : Damien Chazelle,"Cast : Ryan Gosling, Emma Stone, Rosemarie DeWitt, J.K. Simmons","Summary : While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future."
