,movie_name,movie_year,movie_runtime,imdb_ratings,number_votes,us_gross_millions,directors,cast,movie_description
10,Title : The Usual Suspects,Year : 1995,Run time : 106,IMDB rating : 8.5,Votes : 1123160,Revenue USD : 23.34,Director : Bryan Singer,"Cast : Kevin Spacey, Gabriel Byrne, Chazz Palminteri, Stephen Baldwin",Summary : The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.
11,Title : Rear Window,Year : 1954,Run time : 112,IMDB rating : 8.5,Votes : 511186,Revenue USD : 36.76,Director : Alfred Hitchcock,"Cast : James Stewart, Grace Kelly, Wendell Corey, Thelma Ritter","Summary : A photographer in a wheelchair spies on his neighbors from his Greenwich Village courtyard apartment window, and becomes convinced one of them has committed murder, despite the skepticism of his fashion-model girlfriend."
12,Title : Joker,Year : 2019,Run time : 122,IMDB rating : 8.4,Votes : 1414026,Revenue USD : 335.45,Director : Todd Phillips,"Cast : Joaquin Phoenix, Robert De Niro, Zazie Beetz, Frances Conroy","Summary : During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure."
13,Title : The Dark Knight Rises,Year : 2012,Run time : 164,IMDB rating : 8.4,Votes : 1783780,Revenue USD : 448.14,Director : Christopher Nolan,"Cast : Christian Bale, Tom Hardy, Anne Hathaway, Gary Oldman","Summary : Eight years after the Joker's reign of chaos, Batman is coerced out of exile with the assistance of the mysterious Selina Kyle in order to defend Gotham City from the vicious guerrilla terrorist Bane."
14,Title : Oldboy,Year : 2003,Run time : 120,IMDB rating : 8.4,Votes : 614816,Revenue USD : 0.71,Director : Park Chan-wook,"Cast : Choi Min-sik, Yoo Ji-tae, Kang Hye-jeong, Kim Byeong-Ok","Summary : After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days."
15,Title : Aliens,Year : 1986,Run time : 137,IMDB rating : 8.4,Votes : 746294,Revenue USD : 85.16,Director : James Cameron,"Cast : Sigourney Weaver, Michael Biehn, Carrie Henn, Paul Reiser","Summary : Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring."
16,Title : Memento,Year : 2000,Run time : 113,IMDB rating : 8.4,Votes : 1292701,Revenue USD : 25.54,Director : Christopher Nolan,"Cast : Guy Pearce, Carrie-Anne Moss, Joe Pantoliano, Mark Boone Junior",Summary : A man with short-term memory loss attempts to track down his wife's murderer.
17,Title : Come and See,Year : 1985,Run time : 142,IMDB rating : 8.4,Votes : 91091,Revenue USD : ,Director : Elem Klimov,"Cast : Aleksey Kravchenko, Olga Mironova, Liubomiras Laucevicius, Vladas Bagdonas","Summary : After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II."
18,Title : The Lives of Others,Year : 2006,Run time : 137,IMDB rating : 8.4,Votes : 402762,Revenue USD : 11.29,Director : Florian Henckel von Donnersmarck,"Cast : Ulrich Mühe, Martina Gedeck, Sebastian Koch, Ulrich Tukur","Summary : In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives."
19,Title : Witness for the Prosecution,Year : 1957,Run time : 116,IMDB rating : 8.4,Votes : 133259,Revenue USD : 8.18,Director : Billy Wilder,"Cast : Tyrone Power, Marlene Dietrich, Charles Laughton, Elsa Lanchester",Summary : A veteran British barrister must defend his client in a murder trial that has surprise after surprise.
20,Title : Kaithi,Year : 2019,Run time : 145,IMDB rating : 8.4,Votes : 39240,Revenue USD : ,Director : Lokesh Kanagaraj,"Cast : Karthi, Narain, Arjun Das, George Maryan","Summary : Dilli, an ex-convict, endeavours to meet his daughter for the first time after leaving prison. However, his attempts are interrupted due to a drug raid planned by Inspector Bejoy."
21,Title : High and Low,Year : 1963,Run time : 143,IMDB rating : 8.4,Votes : 50307,Revenue USD : ,Director : Akira Kurosawa,"Cast : Toshirô Mifune, Yutaka Sada, Tatsuya Nakadai, Kyôko Kagawa",Summary : An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom.
22,Title : Drishyam 2,Year : 2021,Run time : 152,IMDB rating : 8.4,Votes : 39884,Revenue USD : ,Director : Jeethu Joseph,"Cast : Mohanlal, Meena, Ansiba, Esther Anil",Summary : A gripping tale of an investigation and a family which is threatened by it. Will Georgekutty be able to protect his family this time?
23,Title : Reservoir Dogs,Year : 1992,Run time : 99,IMDB rating : 8.3,Votes : 1063850,Revenue USD : 2.83,Director : Quentin Tarantino,"Cast : Harvey Keitel, Tim Roth, Michael Madsen, Chris Penn","Summary : When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant."
24,Title : North by Northwest,Year : 1959,Run time : 136,IMDB rating : 8.3,Votes : 339847,Revenue USD : 13.28,Director : Alfred Hitchcock,"Cast : Cary Grant, Eva Marie Saint, James Mason, Jessie Royce Landis","Summary : A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt."
25,Title : Vertigo,Year : 1958,Run time : 128,IMDB rating : 8.3,Votes : 418294,Revenue USD : 3.2,Director : Alfred Hitchcock,"Cast : James Stewart, Kim Novak, Barbara Bel Geddes, Tom Helmore","Summary : A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed."
26,Title : Vikram,Year : 2022,Run time : 175,IMDB rating : 8.3,Votes : 68818,Revenue USD : ,Director : Lokesh Kanagaraj,"Cast : Kamal Haasan, Vijay Sethupathi, Fahadh Faasil, Narain","Summary : A special investigator assigned a case of serial killings discovers the case is not what it seems to be, and leading down this path is only going to end in a war between everyone involved."
27,Title : M,Year : 1931,Run time : 99,IMDB rating : 8.3,Votes : 164980,Revenue USD : 0.03,Director : Fritz Lang,"Cast : Peter Lorre, Ellen Widmann, Inge Landgut, Otto Wernicke","Summary : When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt."
28,Title : Double Indemnity,Year : 1944,Run time : 107,IMDB rating : 8.3,Votes : 163930,Revenue USD : 5.72,Director : Billy Wilder,"Cast : Fred MacMurray, Barbara Stanwyck, Edward G. Robinson, Byron Barr","Summary : A Los Angeles insurance representative lets an alluring housewife seduce him into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, an insurance investigator."
29,Title : K.G.F: Chapter 2,Year : 2022,Run time : 166,IMDB rating : 8.3,Votes : 143829,Revenue USD : 6.6,Director : Prashanth Neel,"Cast : Yash, Sanjay Dutt, Raveena Tandon, Srinidhi Shetty","Summary : In the blood-soaked Kolar Gold Fields, Rocky's name strikes fear into his foes. While his allies look up to him, the government sees him as a threat to law and order. Rocky must battle threats from all sides for unchallenged supremacy."
30,Title : Raatchasan,Year : 2018,Run time : 170,IMDB rating : 8.3,Votes : 48650,Revenue USD : ,Director : Ram Kumar,"Cast : Vishnu Vishal, Amala Paul, Radha Ravi, Sangili Murugan",Summary : A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen school girls and murders them brutally.
31,Title : Drishyam,Year : 2013,Run time : 160,IMDB rating : 8.3,Votes : 43220,Revenue USD : ,Director : Jeethu Joseph,"Cast : Mohanlal, Meena, Asha Sharath, Ansiba",Summary : A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime.
32,Title : Jurassic Park,Year : 1993,Run time : 127,IMDB rating : 8.2,Votes : 1039477,Revenue USD : 402.45,Director : Steven Spielberg,"Cast : Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough",Summary : A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.
33,Title : No Country for Old Men,Year : 2007,Run time : 122,IMDB rating : 8.2,Votes : 1028667,Revenue USD : 74.28,"Director : Ethan Coen, Joel Coen","Cast : Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson",Summary : Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.
34,Title : Shutter Island,Year : 2010,Run time : 138,IMDB rating : 8.2,Votes : 1404590,Revenue USD : 128.01,Director : Martin Scorsese,"Cast : Leonardo DiCaprio, Emily Mortimer, Mark Ruffalo, Ben Kingsley","Summary : Teddy Daniels and Chuck Aule, two US marshals, are sent to an asylum on a remote island in order to investigate the disappearance of a patient, where Teddy uncovers a shocking truth about the place."
35,Title : The Sixth Sense,Year : 1999,Run time : 107,IMDB rating : 8.2,Votes : 1028754,Revenue USD : 293.51,Director : M. Night Shyamalan,"Cast : Bruce Willis, Haley Joel Osment, Toni Collette, Olivia Williams","Summary : Malcolm Crowe, a child psychologist, starts treating a young boy, Cole, who encounters dead people and convinces him to help them. In turn, Cole helps Malcolm reconcile with his estranged wife."
36,Title : Die Hard,Year : 1988,Run time : 132,IMDB rating : 8.2,Votes : 915856,Revenue USD : 83.01,Director : John McTiernan,"Cast : Bruce Willis, Alan Rickman, Bonnie Bedelia, Reginald VelJohnson",Summary : A New York City police officer tries to save his estranged wife and several others taken hostage by terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.
37,Title : Kill Bill: Vol. 1,Year : 2003,Run time : 111,IMDB rating : 8.2,Votes : 1163732,Revenue USD : 70.1,Director : Quentin Tarantino,"Cast : Uma Thurman, David Carradine, Daryl Hannah, Michael Madsen","Summary : After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her."
38,Title : V for Vendetta,Year : 2005,Run time : 132,IMDB rating : 8.2,Votes : 1158190,Revenue USD : 70.51,Director : James McTeigue,"Cast : Hugo Weaving, Natalie Portman, Rupert Graves, Stephen Rea","Summary : In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman."
39,Title : L.A. Confidential,Year : 1997,Run time : 138,IMDB rating : 8.2,Votes : 603540,Revenue USD : 64.62,Director : Curtis Hanson,"Cast : Kevin Spacey, Russell Crowe, Guy Pearce, Kim Basinger","Summary : As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice."
40,Title : Chinatown,Year : 1974,Run time : 130,IMDB rating : 8.2,Votes : 341497,Revenue USD : ,Director : Roman Polanski,"Cast : Jack Nicholson, Faye Dunaway, John Huston, Perry Lopez","Summary : A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder."
41,Title : The Secret in Their Eyes,Year : 2009,Run time : 129,IMDB rating : 8.2,Votes : 218045,Revenue USD : 6.39,Director : Juan José Campanella,"Cast : Ricardo Darín, Soledad Villamil, Pablo Rago, Carla Quevedo",Summary : A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.
42,Title : The Great Escape,Year : 1963,Run time : 172,IMDB rating : 8.2,Votes : 253969,Revenue USD : 12.1,Director : John Sturges,"Cast : Steve McQueen, James Garner, Richard Attenborough, Charles Bronson",Summary : Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.
43,Title : Tumbbad,Year : 2018,Run time : 104,IMDB rating : 8.2,Votes : 55930,Revenue USD : ,"Director : Rahi Anil Barve, Anand Gandhi, Adesh Prasad","Cast : Sohum Shah, Jyoti Malshe, Anita Date-Kelkar, Ronjini Chakraborty",Summary : A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.
44,Title : Dial M for Murder,Year : 1954,Run time : 105,IMDB rating : 8.2,Votes : 184528,Revenue USD : 0.01,Director : Alfred Hitchcock,"Cast : Ray Milland, Grace Kelly, Robert Cummings, John Williams",Summary : A former tennis star arranges the murder of his adulterous wife.
45,Title : Drishyam 2,Year : 2022,Run time : 140,IMDB rating : 8.2,Votes : 41033,Revenue USD : ,Director : Abhishek Pathak,"Cast : Ajay Devgn, Akshaye Khanna, Tabu, Shriya Saran",Summary : A gripping tale of an investigation and a family which is threatened by it. Will Vijay Salgaonkar be able to protect his family this time?
46,Title : Gangs of Wasseypur,Year : 2012,Run time : 321,IMDB rating : 8.2,Votes : 101235,Revenue USD : ,Director : Anurag Kashyap,"Cast : Manoj Bajpayee, Nawazuddin Siddiqui, Tigmanshu Dhulia, Richa Chadha","Summary : A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations."
47,Title : Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,Year : 2020,Run time : 117,IMDB rating : 8.2,Votes : 68633,Revenue USD : 47.7,Director : Haruo Sotozaki,"Cast : Natsuki Hanae, Akari Kitô, Yoshitsugu Matsuoka, Hiro Shimono","Summary : After his family was brutally murdered and his sister turned into a demon, Tanjiro Kamado's journey as a demon slayer began. Tanjiro and his comrades embark on a new mission aboard the Mugen Train, on track to despair."
48,Title : Yojimbo,Year : 1961,Run time : 110,IMDB rating : 8.2,Votes : 128490,Revenue USD : ,Director : Akira Kurosawa,"Cast : Toshirô Mifune, Eijirô Tôno, Tatsuya Nakadai, Yôko Tsukasa",Summary : A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.
49,Title : Andhadhun,Year : 2018,Run time : 139,IMDB rating : 8.2,Votes : 99488,Revenue USD : 1.37,Director : Sriram Raghavan,"Cast : Tabu, Ayushmann Khurrana, Radhika Apte, Anil Dhawan","Summary : A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of."
