,movie_name,movie_year,movie_runtime,imdb_ratings,number_votes,us_gross_millions,directors,cast,movie_description
35,Title : Drishyam,Year : 2015,Run time : 163,IMDB rating : 8.2,Votes : 91367,Revenue USD : 0.74,Director : Nishikant Kamat,"Cast : Ajay Devgn, Shriya Saran, Tabu, Rajat Kapoor","Summary : Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime."
36,Title : Gone Girl,Year : 2014,Run time : 149,IMDB rating : 8.1,Votes : 1035571,Revenue USD : 167.77,Director : David Fincher,"Cast : Ben Affleck, Rosamund Pike, Neil Patrick Harris, Tyler Perry","Summary : With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent."
37,Title : Prisoners,Year : 2013,Run time : 153,IMDB rating : 8.1,Votes : 776550,Revenue USD : 61.0,Director : Denis Villeneuve,"Cast : Hugh Jackman, Jake Gyllenhaal, Viola Davis, Melissa Leo","Summary : When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts."
38,Title : Jaws,Year : 1975,Run time : 124,IMDB rating : 8.1,Votes : 643454,Revenue USD : 260.0,Director : Steven Spielberg,"Cast : Roy Scheider, Robert Shaw, Richard Dreyfuss, Lorraine Gary","Summary : When a killer shark unleashes chaos on a beach community off Cape Cod, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down."
39,Title : Harry Potter and the Deathly Hallows: Part 2,Year : 2011,Run time : 130,IMDB rating : 8.1,Votes : 921942,Revenue USD : 381.01,Director : David Yates,"Cast : Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon","Summary : Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts."
40,Title : Memories of Murder,Year : 2003,Run time : 132,IMDB rating : 8.1,Votes : 205319,Revenue USD : 0.01,Director : Bong Joon Ho,"Cast : Song Kang-ho, Kim Sang-kyung, Roe-ha Kim, Jae-ho Song","Summary : In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit."
41,Title : Rebecca,Year : 1940,Run time : 130,IMDB rating : 8.1,Votes : 143603,Revenue USD : 4.36,Director : Alfred Hitchcock,"Cast : Laurence Olivier, Joan Fontaine, George Sanders, Judith Anderson",Summary : A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.
42,Title : The Third Man,Year : 1949,Run time : 93,IMDB rating : 8.1,Votes : 178367,Revenue USD : 0.45,Director : Carol Reed,"Cast : Orson Welles, Joseph Cotten, Alida Valli, Trevor Howard","Summary : Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime."
43,Title : Diabolique,Year : 1955,Run time : 117,IMDB rating : 8.1,Votes : 68331,Revenue USD : 1.09,Director : Henri-Georges Clouzot,"Cast : Simone Signoret, Véra Clouzot, Paul Meurisse, Charles Vanel",Summary : The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.
44,Title : Three Colors: Red,Year : 1994,Run time : 99,IMDB rating : 8.1,Votes : 107983,Revenue USD : 4.04,Director : Krzysztof Kieslowski,"Cast : Irène Jacob, Jean-Louis Trintignant, Frédérique Feder, Jean-Pierre Lorit",Summary : A model discovers a retired judge is keen on invading people's privacy.
45,Title : Talvar,Year : 2015,Run time : 132,IMDB rating : 8.1,Votes : 37158,Revenue USD : 0.34,Director : Meghna Gulzar,"Cast : Irrfan Khan, Konkona Sen Sharma, Neeraj Kabi, Sohum Shah",Summary : An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide.
46,Title : Article 15,Year : 2019,Run time : 130,IMDB rating : 8.1,Votes : 35890,Revenue USD : ,Director : Anubhav Sinha,"Cast : Ayushmann Khurrana, Nassar, Manoj Pahwa, Kumud Mishra","Summary : In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination."
47,Title : A Wednesday,Year : 2008,Run time : 104,IMDB rating : 8.1,Votes : 81057,Revenue USD : ,Director : Neeraj Pandey,"Cast : Anupam Kher, Naseeruddin Shah, Veerendra Saxena, Mahesh Kanual",Summary : A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday.
48,Title : Kahaani,Year : 2012,Run time : 122,IMDB rating : 8.1,Votes : 64721,Revenue USD : 1.04,Director : Sujoy Ghosh,"Cast : Vidya Balan, Parambrata Chattopadhyay, Indraneil Sengupta, Nawazuddin Siddiqui","Summary : A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him."
49,Title : The Tashkent Files,Year : 2019,Run time : 134,IMDB rating : 8.1,Votes : 35639,Revenue USD : ,Director : Vivek Agnihotri,"Cast : Shweta Basu Prasad, Mithun Chakraborty, Naseeruddin Shah, Pankaj Tripathi","Summary : Revolves around the mysterious death of India's 2nd Prime Minister Shri Lal Bahadur Shastri and attempts to uncover if he had actually died a natural death, or, as alleged, was assassinated."
