,movie_name,movie_year,movie_runtime,imdb_ratings,number_votes,us_gross_millions,directors,cast,movie_description
18,Title : JFK,Year : 1991,Run time : 189,IMDB rating : 8.0,Votes : 165881,Revenue USD : 70.41,Director : Oliver Stone,"Cast : Kevin Costner, Gary Oldman, Jack Lemmon, Walter Matthau",Summary : New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.
19,Title : Gandhi,Year : 1982,Run time : 191,IMDB rating : 8.0,Votes : 237897,Revenue USD : 52.77,Director : Richard Attenborough,"Cast : Ben Kingsley, John Gielgud, Rohini Hattangadi, Roshan Seth",Summary : The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.
20,Title : Persepolis,Year : 2007,Run time : 96,IMDB rating : 8.0,Votes : 98453,Revenue USD : 4.45,"Director : Vincent Paronnaud, Marjane Satrapi","Cast : Chiara Mastroianni, Catherine Deneuve, Gena Rowlands, Danielle Darrieux",Summary : A precocious and outspoken Iranian girl grows up during the Islamic Revolution.
21,"Title : Quo Vadis, Aida?",Year : 2020,Run time : 101,IMDB rating : 8.0,Votes : 37002,Revenue USD : ,Director : Jasmila Zbanic,"Cast : Jasna Djuricic, Izudin Bajrovic, Boris Ler, Dino Bajrovic","Summary : Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp."
22,Title : The Ten Commandments,Year : 1956,Run time : 220,IMDB rating : 7.9,Votes : 75370,Revenue USD : 93.74,Director : Cecil B. DeMille,"Cast : Charlton Heston, Yul Brynner, Anne Baxter, Edward G. Robinson","Summary : Moses, raised as a prince of Egypt in the Pharaoh's household, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people from slavery."
23,Title : Spartacus,Year : 1960,Run time : 197,IMDB rating : 7.9,Votes : 140568,Revenue USD : 30.0,"Director : Stanley Kubrick, Anthony Mann","Cast : Kirk Douglas, Laurence Olivier, Jean Simmons, Charles Laughton","Summary : The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the uprising."
24,Title : All the President's Men,Year : 1976,Run time : 138,IMDB rating : 7.9,Votes : 122927,Revenue USD : 70.6,Director : Alan J. Pakula,"Cast : Dustin Hoffman, Robert Redford, Jack Warden, Martin Balsam","Summary : ""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation."
25,Title : Togo,Year : 2019,Run time : 113,IMDB rating : 7.9,Votes : 53466,Revenue USD : ,Director : Ericson Core,"Cast : Willem Dafoe, Julianne Nicholson, Christopher Heyerdahl, Richard Dormer","Summary : The story of Togo, the sled dog who led the 1925 serum run despite being considered too small and weak to lead such an intense race."
26,Title : The Lion in Winter,Year : 1968,Run time : 134,IMDB rating : 7.9,Votes : 33276,Revenue USD : 22.28,Director : Anthony Harvey,"Cast : Peter O'Toole, Katharine Hepburn, Anthony Hopkins, John Castle","Summary : 1183 A.D.: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. When he allows his imprisoned wife Eleanor of Aquitaine out for a Christmas visit, they all variously plot to force him into a decision."
27,Title : The Leopard,Year : 1963,Run time : 186,IMDB rating : 7.9,Votes : 28059,Revenue USD : ,Director : Luchino Visconti,"Cast : Burt Lancaster, Alain Delon, Claudia Cardinale, Paolo Stoppa","Summary : The Prince of Salina, a noble aristocrat of impeccable integrity, tries to preserve his family and class amid the tumultuous social upheavals of 1860s Sicily."
28,Title : A Taxi Driver,Year : 2017,Run time : 137,IMDB rating : 7.9,Votes : 29026,Revenue USD : 1.53,Director : Hun Jang,"Cast : Song Kang-ho, Thomas Kretschmann, Yoo Hae-jin, Ryu Jun-Yeol","Summary : A widowed father and taxi driver who drives a German reporter from Seoul to Gwangju to cover the 1980 uprising, soon finds himself regretting his decision after being caught in the violence around him."
29,Title : In Cold Blood,Year : 1967,Run time : 134,IMDB rating : 7.9,Votes : 28217,Revenue USD : ,Director : Richard Brooks,"Cast : Robert Blake, Scott Wilson, John Forsythe, Paul Stewart","Summary : Two ex-cons murder a family in a robbery attempt, before going on the run from the authorities. The police try to piece together the details of the murder in an attempt to track down the killers."
30,Title : Battleship Potemkin,Year : 1925,Run time : 66,IMDB rating : 7.9,Votes : 60390,Revenue USD : 0.05,Director : Sergei Eisenstein,"Cast : Aleksandr Antonov, Vladimir Barskiy, Grigoriy Aleksandrov, Ivan Bobrov","Summary : In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre."
31,Title : Kagemusha,Year : 1980,Run time : 162,IMDB rating : 7.9,Votes : 37425,Revenue USD : ,Director : Akira Kurosawa,"Cast : Tatsuya Nakadai, Tsutomu Yamazaki, Ken'ichi Hagiwara, Jinpachi Nezu",Summary : A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.
32,Title : Airlift,Year : 2016,Run time : 130,IMDB rating : 7.9,Votes : 58295,Revenue USD : ,Director : Raja Menon,"Cast : Akshay Kumar, Nimrat Kaur, Kumud Mishra, Prakash Belawadi","Summary : When Iraq invades Kuwait in August 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen."
33,Title : The Big Short,Year : 2015,Run time : 130,IMDB rating : 7.8,Votes : 467063,Revenue USD : 70.26,Director : Adam McKay,"Cast : Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt","Summary : In 2006-2007 a group of investors bet against the United States mortgage market. In their research, they discover how flawed and corrupt the market is."
34,Title : Tombstone,Year : 1993,Run time : 130,IMDB rating : 7.8,Votes : 160507,Revenue USD : 56.51,"Director : George P. Cosmatos, Kevin Jarre","Cast : Kurt Russell, Val Kilmer, Sam Elliott, Bill Paxton","Summary : A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating."
35,Title : Hidden Figures,Year : 2016,Run time : 127,IMDB rating : 7.8,Votes : 247264,Revenue USD : 169.61,Director : Theodore Melfi,"Cast : Taraji P. Henson, Octavia Spencer, Janelle Monáe, Kevin Costner",Summary : The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.
36,Title : Dunkirk,Year : 2017,Run time : 106,IMDB rating : 7.8,Votes : 715624,Revenue USD : 188.37,Director : Christopher Nolan,"Cast : Fionn Whitehead, Barry Keoghan, Mark Rylance, Tom Hardy","Summary : Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II."
37,Title : Straight Outta Compton,Year : 2015,Run time : 147,IMDB rating : 7.8,Votes : 213326,Revenue USD : 161.2,Director : F. Gary Gray,"Cast : O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell, Neil Brown Jr.","Summary : The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood."
38,Title : Changeling,Year : 2008,Run time : 141,IMDB rating : 7.8,Votes : 262491,Revenue USD : 35.74,Director : Clint Eastwood,"Cast : Angelina Jolie, Colm Feore, Amy Ryan, Gattlin Griffith",Summary : Grief-stricken mother Christine Collins takes on the L.A.P.D. to her own detriment when they try to pass off an obvious impostor as her missing child.
39,Title : Glory,Year : 1989,Run time : 122,IMDB rating : 7.8,Votes : 141384,Revenue USD : 26.83,Director : Edward Zwick,"Cast : Matthew Broderick, Denzel Washington, Cary Elwes, Morgan Freeman","Summary : Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates."
40,Title : The Right Stuff,Year : 1983,Run time : 193,IMDB rating : 7.8,Votes : 64246,Revenue USD : 21.5,Director : Philip Kaufman,"Cast : Sam Shepard, Scott Glenn, Ed Harris, Dennis Quaid","Summary : The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers preferred."
41,Title : The Killing Fields,Year : 1984,Run time : 141,IMDB rating : 7.8,Votes : 58076,Revenue USD : 34.7,Director : Roland Joffé,"Cast : Sam Waterston, Haing S. Ngor, John Malkovich, Julian Sands","Summary : A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians."
42,Title : Letters from Iwo Jima,Year : 2006,Run time : 141,IMDB rating : 7.8,Votes : 168029,Revenue USD : 13.76,Director : Clint Eastwood,"Cast : Ken Watanabe, Kazunari Ninomiya, Tsuyoshi Ihara, Ryo Kase","Summary : The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it."
43,"Title : Aguirre, the Wrath of God",Year : 1972,Run time : 95,IMDB rating : 7.8,Votes : 60404,Revenue USD : ,Director : Werner Herzog,"Cast : Klaus Kinski, Ruy Guerra, Helena Rojo, Del Negro","Summary : In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado."
44,Title : Pride,Year : 2014,Run time : 119,IMDB rating : 7.8,Votes : 60545,Revenue USD : ,Director : Matthew Warchus,"Cast : Bill Nighy, Imelda Staunton, Dominic West, Paddy Considine",Summary : U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.
45,Title : Land of Mine,Year : 2015,Run time : 100,IMDB rating : 7.8,Votes : 44421,Revenue USD : 0.44,Director : Martin Zandvliet,"Cast : Roland Møller, Louis Hofmann, Joel Basman, Mikkel Boe Følsgaard","Summary : In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight."
46,Title : Sound of Freedom,Year : 2023,Run time : 131,IMDB rating : 7.7,Votes : 77388,Revenue USD : ,Director : Alejandro Monteverde,"Cast : Jim Caviezel, Mira Sorvino, Bill Camp, Cristal Aparicio",Summary : The incredible true story of a former government agent turned vigilante who embarks on a dangerous mission to rescue hundreds of children from traffickers.
47,Title : Black Hawk Down,Year : 2001,Run time : 144,IMDB rating : 7.7,Votes : 414819,Revenue USD : 108.64,Director : Ridley Scott,"Cast : Josh Hartnett, Ewan McGregor, Tom Sizemore, Eric Bana","Summary : The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily armed Somalis."
48,Title : Apollo 13,Year : 1995,Run time : 140,IMDB rating : 7.7,Votes : 308398,Revenue USD : 173.84,Director : Ron Howard,"Cast : Tom Hanks, Bill Paxton, Kevin Bacon, Gary Sinise",Summary : NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.
49,Title : A Man for All Seasons,Year : 1966,Run time : 120,IMDB rating : 7.7,Votes : 36450,Revenue USD : 28.35,Director : Fred Zinnemann,"Cast : Paul Scofield, Wendy Hiller, Robert Shaw, Leo McKern","Summary : The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry."
