,movie_name,movie_year,movie_runtime,imdb_ratings,number_votes,us_gross_millions,directors,cast,movie_description
14,Title : The Nightmare Before Christmas,Year : 1993,Run time : 76,IMDB rating : 7.9,Votes : 361797,Revenue USD : 75.08,Director : Henry Selick,"Cast : Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey","Summary : Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion."
15,Title : The Blues Brothers,Year : 1980,Run time : 133,IMDB rating : 7.9,Votes : 209270,Revenue USD : 57.23,Director : John Landis,"Cast : John Belushi, Dan Aykroyd, Cab Calloway, John Candy","Summary : Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&B band and save the Catholic home where the two were raised, outrunning the police as they tear through Chicago."
16,Title : Dancer in the Dark,Year : 2000,Run time : 140,IMDB rating : 7.9,Votes : 114653,Revenue USD : 4.18,Director : Lars von Trier,"Cast : Björk, Catherine Deneuve, David Morse, Peter Stormare",Summary : An Eastern European US immigrant with a love for musicals has to cope with the gradual loss of her vision.
17,Title : Kal Ho Naa Ho,Year : 2003,Run time : 186,IMDB rating : 7.9,Votes : 73328,Revenue USD : 1.79,Director : Nikkhil Advani,"Cast : Preity G Zinta, Shah Rukh Khan, Saif Ali Khan, Jaya Bachchan","Summary : Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her."
18,Title : Willy Wonka & the Chocolate Factory,Year : 1971,Run time : 100,IMDB rating : 7.8,Votes : 215082,Revenue USD : 4.0,Director : Mel Stuart,"Cast : Gene Wilder, Jack Albertson, Peter Ostrum, Roy Kinnear",Summary : A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.
19,Title : Mary Poppins,Year : 1964,Run time : 139,IMDB rating : 7.8,Votes : 181515,Revenue USD : 102.27,Director : Robert Stevenson,"Cast : Julie Andrews, Dick Van Dyke, David Tomlinson, Glynis Johns","Summary : In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father."
20,Title : Cabaret,Year : 1972,Run time : 124,IMDB rating : 7.8,Votes : 58074,Revenue USD : 42.77,Director : Bob Fosse,"Cast : Liza Minnelli, Michael York, Helmut Griem, Joel Grey",Summary : A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.
21,Title : All That Jazz,Year : 1979,Run time : 123,IMDB rating : 7.8,Votes : 34206,Revenue USD : 37.82,Director : Bob Fosse,"Cast : Roy Scheider, Jessica Lange, Ann Reinking, Leland Palmer","Summary : Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer."
22,Title : My Fair Lady,Year : 1964,Run time : 170,IMDB rating : 7.8,Votes : 99648,Revenue USD : 72.0,Director : George Cukor,"Cast : Audrey Hepburn, Rex Harrison, Stanley Holloway, Wilfrid Hyde-White","Summary : In 1910s London, snobbish phonetics professor Henry Higgins agrees to a wager that he can make crude flower girl, Eliza Doolittle, presentable in high society."
23,Title : The Umbrellas of Cherbourg,Year : 1964,Run time : 91,IMDB rating : 7.8,Votes : 30212,Revenue USD : 0.03,Director : Jacques Demy,"Cast : Catherine Deneuve, Nino Castelnuovo, Anne Vernon, Marc Michel",Summary : A young woman separated from her lover by war faces a life-altering decision.
24,Title : A Night at the Opera,Year : 1935,Run time : 96,IMDB rating : 7.8,Votes : 34203,Revenue USD : 2.54,"Director : Sam Wood, Edmund Goulding","Cast : Groucho Marx, Chico Marx, Harpo Marx, Kitty Carlisle",Summary : A sly business manager and the wacky friends of two opera singers in Italy help them achieve success in America while humiliating their stuffy and snobbish enemies.
25,Title : Duck Soup,Year : 1933,Run time : 69,IMDB rating : 7.8,Votes : 61977,Revenue USD : ,Director : Leo McCarey,"Cast : Groucho Marx, Harpo Marx, Chico Marx, Zeppo Marx","Summary : Rufus T. Firefly is named the dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of his wealthy backer Mrs. Teasdale, contending with two inept spies who can't seem to keep straight which side they're on."
26,Title : Veer Zaara,Year : 2004,Run time : 192,IMDB rating : 7.8,Votes : 55949,Revenue USD : 2.92,Director : Yash Chopra,"Cast : Shah Rukh Khan, Preity G Zinta, Rani Mukerji, Kirron Kher","Summary : ""Veer-Zaara"" is a saga of love, separation, courage, and sacrifice. A love story that is an inspiration and will remain a legend forever."
27,Title : Tangled,Year : 2010,Run time : 100,IMDB rating : 7.7,Votes : 480437,Revenue USD : 200.82,"Director : Nathan Greno, Byron Howard","Cast : Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman","Summary : The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is."
28,Title : Mulan,Year : 1998,Run time : 87,IMDB rating : 7.7,Votes : 306980,Revenue USD : 120.62,"Director : Tony Bancroft, Barry Cook","Cast : Ming-Na Wen, Eddie Murphy, BD Wong, Miguel Ferrer","Summary : To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process."
29,Title : Fantasia,Year : 1940,Run time : 124,IMDB rating : 7.7,Votes : 101624,Revenue USD : 76.41,"Director : James Algar, Samuel Armstrong, Ford Beebe Jr., Norman Ferguson, David Hand, Jim Handley, T. Hee, Wilfred Jackson, Hamilton Luske, Bill Roberts, Paul Satterfield, Ben Sharpsteen","Cast : Leopold Stokowski, Deems Taylor, The Philadelphia Orchestra, Corey Burton","Summary : A series of eight famous pieces of classical music, conducted by Leopold Stokowski and interpreted in animation by Walt Disney's team of artists."
30,"Title : South Park: Bigger, Longer & Uncut",Year : 1999,Run time : 81,IMDB rating : 7.7,Votes : 211990,Revenue USD : 52.04,Director : Trey Parker,"Cast : Trey Parker, Matt Stone, Mary Kay Bergman, Isaac Hayes","Summary : When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame."
31,Title : Hedwig and the Angry Inch,Year : 2001,Run time : 95,IMDB rating : 7.7,Votes : 36930,Revenue USD : 3.03,Director : John Cameron Mitchell,"Cast : John Cameron Mitchell, Miriam Shor, Stephen Trask, Theodore Liscinski",Summary : A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.
32,Title : The Muppet Christmas Carol,Year : 1992,Run time : 85,IMDB rating : 7.7,Votes : 65044,Revenue USD : 27.28,Director : Brian Henson,"Cast : Michael Caine, Dave Goelz, Steve Whitmire, Jerry Nelson",Summary : The Muppets present their own touching rendition of Charles Dickens' classic tale.
33,Title : Moana,Year : 2016,Run time : 107,IMDB rating : 7.6,Votes : 363327,Revenue USD : 248.76,"Director : Ron Clements, John Musker, Don Hall, Chris Williams","Cast : Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison","Summary : In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right."
34,Title : Moulin Rouge!,Year : 2001,Run time : 127,IMDB rating : 7.6,Votes : 294892,Revenue USD : 57.39,Director : Baz Luhrmann,"Cast : Nicole Kidman, Ewan McGregor, John Leguizamo, Jim Broadbent",Summary : A poor Bohemian poet in 1890s Paris falls for a beautiful courtesan and nightclub star coveted by a jealous duke.
35,Title : Snow White and the Seven Dwarfs,Year : 1937,Run time : 83,IMDB rating : 7.6,Votes : 210862,Revenue USD : 184.93,"Director : William Cottrell, David Hand, Wilfred Jackson, Larry Morey, Perce Pearce, Ben Sharpsteen","Cast : Adriana Caselotti, Harry Stockwell, Lucille La Verne, Roy Atwell","Summary : Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household."
36,Title : The Little Mermaid,Year : 1989,Run time : 83,IMDB rating : 7.6,Votes : 284345,Revenue USD : 111.54,"Director : Ron Clements, John Musker","Cast : Jodi Benson, Samuel E. Wright, Rene Auberjonois, Christopher Daniel Barnes",Summary : A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.
37,Title : Guillermo del Toro's Pinocchio,Year : 2022,Run time : 117,IMDB rating : 7.6,Votes : 106051,Revenue USD : ,"Director : Guillermo del Toro, Mark Gustafson","Cast : Ewan McGregor, David Bradley, Gregory Mann, Burn Gorman","Summary : A father's wish magically brings a wooden boy to life in Italy, giving him a chance to care for the child."
38,Title : The Jungle Book,Year : 1967,Run time : 78,IMDB rating : 7.6,Votes : 194101,Revenue USD : 141.84,Director : Wolfgang Reitherman,"Cast : Phil Harris, Sebastian Cabot, Louis Prima, Bruce Reitherman",Summary : Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.
39,Title : West Side Story,Year : 1961,Run time : 153,IMDB rating : 7.6,Votes : 118960,Revenue USD : 43.66,"Director : Jerome Robbins, Robert Wise","Cast : Natalie Wood, George Chakiris, Richard Beymer, Russ Tamblyn","Summary : Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy."
40,Title : The Muppet Movie,Year : 1979,Run time : 95,IMDB rating : 7.6,Votes : 38206,Revenue USD : 76.66,Director : James Frawley,"Cast : Jim Henson, Frank Oz, Jerry Nelson, Richard Hunt","Summary : Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit."
41,Title : Baazigar,Year : 1993,Run time : 175,IMDB rating : 7.6,Votes : 29424,Revenue USD : ,"Director : Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Cast : Shah Rukh Khan, Kajol, Dalip Tahil, Rakhee Gulzar","Summary : A young man with a vendetta against a business tycoon seduces the man's younger daughter, but she begins to suspect her new lover's connection with her elder sister and his ulterior motive."
42,Title : The Greatest Showman,Year : 2017,Run time : 105,IMDB rating : 7.5,Votes : 301120,Revenue USD : 174.34,Director : Michael Gracey,"Cast : Hugh Jackman, Michelle Williams, Zac Efron, Zendaya",Summary : Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.
43,Title : Les Misérables,Year : 2012,Run time : 158,IMDB rating : 7.5,Votes : 340860,Revenue USD : 148.81,Director : Tom Hooper,"Cast : Hugh Jackman, Russell Crowe, Anne Hathaway, Amanda Seyfried","Summary : In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever."
44,Title : Robin Hood,Year : 1973,Run time : 83,IMDB rating : 7.5,Votes : 135488,Revenue USD : 32.06,"Director : Wolfgang Reitherman, David Hand","Cast : Brian Bedford, Phil Harris, Roger Miller, Peter Ustinov",Summary : The story of the legendary British outlaw portrayed with the characters as anthropomorphic animals.
45,"Title : tick, tick... BOOM!",Year : 2021,Run time : 120,IMDB rating : 7.5,Votes : 115611,Revenue USD : ,Director : Lin-Manuel Miranda,"Cast : Andrew Garfield, Alexandra Shipp, Robin de Jesus, Vanessa Hudgens","Summary : On the cusp of his 30th birthday, a promising young theater composer navigates love, friendship and the pressures of life as an artist in New York City."
46,Title : Hair,Year : 1979,Run time : 121,IMDB rating : 7.5,Votes : 39794,Revenue USD : 15.28,Director : Milos Forman,"Cast : John Savage, Treat Williams, Beverly D'Angelo, Annie Golden","Summary : Claude Bukowski leaves the family ranch in Oklahoma for New York where he is rapidly embraced into the hippie group of youngsters led by Berger, yet he's already been drafted. He soon falls in love with Sheila Franklin, a rich girl but still a rebel inside."
47,Title : Pinocchio,Year : 1940,Run time : 88,IMDB rating : 7.5,Votes : 156025,Revenue USD : 84.25,"Director : Norman Ferguson, T. Hee, Wilfred Jackson, Jack Kinney, Hamilton Luske, Bill Roberts, Ben Sharpsteen","Cast : Dickie Jones, Christian Rub, Mel Blanc, Don Brodie","Summary : A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy."
48,Title : White Christmas,Year : 1954,Run time : 120,IMDB rating : 7.5,Votes : 47067,Revenue USD : 30.0,Director : Michael Curtiz,"Cast : Bing Crosby, Danny Kaye, Rosemary Clooney, Vera-Ellen",Summary : A successful song-and-dance team become romantically involved with a sister act and team up to save the failing Vermont inn of their former commanding general.
49,Title : The Many Adventures of Winnie the Pooh,Year : 1977,Run time : 74,IMDB rating : 7.5,Votes : 38823,Revenue USD : ,"Director : John Lounsbery, Wolfgang Reitherman, Ben Sharpsteen","Cast : Sebastian Cabot, Junius Matthews, Barbara Luddy, Howard Morris","Summary : In this collection of animated shorts based on the stories and characters by A.A. Milne, Winnie the Pooh, a honey-loving teddy bear, embarks on some eccentric adventures."
