,movie_name,movie_year,movie_runtime,imdb_ratings,number_votes,us_gross_millions,directors,cast,movie_description
10,Title : Lagaan: Once Upon a Time in India,Year : 2001,Run time : 224,IMDB rating : 8.1,Votes : 118526,Revenue USD : 0.91,Director : Ashutosh Gowariker,"Cast : Aamir Khan, Raghubir Yadav, Gracy Singh, Rachel Shelley",Summary : The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.
11,Title : Chak De! India,Year : 2007,Run time : 153,IMDB rating : 8.1,Votes : 83472,Revenue USD : 1.11,Director : Shimit Amin,"Cast : Shah Rukh Khan, Vidya Malvade, Sagarika Ghatge, Shilpa Shukla","Summary : Kabir Khan, the coach of the Indian Women's National Hockey Team, dreams of making his all-girls team emerge victorious against all odds."
12,Title : The Hustler,Year : 1961,Run time : 134,IMDB rating : 8.0,Votes : 85433,Revenue USD : 8.28,Director : Robert Rossen,"Cast : Paul Newman, Jackie Gleason, Piper Laurie, George C. Scott",Summary : An up-and-coming pool player plays a long-time champion in a single high-stakes match.
13,Title : Cinderella Man,Year : 2005,Run time : 144,IMDB rating : 8.0,Votes : 194886,Revenue USD : 61.65,Director : Ron Howard,"Cast : Russell Crowe, Renée Zellweger, Craig Bierko, Paul Giamatti","Summary : The story of James J. Braddock, a supposedly washed-up boxer who came back to challenge for the heavyweight championship of the world."
14,Title : M.S. Dhoni: The Untold Story,Year : 2016,Run time : 184,IMDB rating : 8.0,Votes : 65434,Revenue USD : 1.78,"Director : Mathur Goswami, Neeraj Pandey","Cast : Sushant Singh Rajput, Kiara Advani, Anupam Kher, Disha Patani",Summary : The untold story of Mahendra Singh Dhoni's journey from ticket collector to trophy collector - the world-cup-winning captain of the Indian Cricket Team.
15,Title : The Wrestler,Year : 2008,Run time : 109,IMDB rating : 7.9,Votes : 316025,Revenue USD : 26.24,Director : Darren Aronofsky,"Cast : Mickey Rourke, Marisa Tomei, Evan Rachel Wood, Mark Margolis","Summary : A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle."
16,Title : The Sandlot,Year : 1993,Run time : 101,IMDB rating : 7.8,Votes : 99527,Revenue USD : 32.42,Director : David Mickey Evans,"Cast : Tom Guiry, Mike Vitar, Art LaFleur, Patrick Renna","Summary : In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures."
17,Title : Remember the Titans,Year : 2000,Run time : 113,IMDB rating : 7.8,Votes : 227006,Revenue USD : 115.65,Director : Boaz Yakin,"Cast : Denzel Washington, Will Patton, Wood Harris, Ryan Hurst",Summary : The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.
18,Title : The Fighter,Year : 2010,Run time : 116,IMDB rating : 7.8,Votes : 382705,Revenue USD : 93.62,Director : David O. Russell,"Cast : Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo","Summary : Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness."
19,Title : The World's Fastest Indian,Year : 2005,Run time : 127,IMDB rating : 7.8,Votes : 57253,Revenue USD : 5.13,Director : Roger Donaldson,"Cast : Anthony Hopkins, Diane Ladd, Iain Rea, Tessa Mitchell","Summary : The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967."
20,Title : Kai Po Che,Year : 2013,Run time : 120,IMDB rating : 7.8,Votes : 38197,Revenue USD : 1.12,Director : Abhishek Kapoor,"Cast : Amit Sadh, Sushant Singh Rajput, Rajkummar Rao, Amrita Puri",Summary : Three friends growing up in India at the turn of the millennium set out to open a training academy to produce the country's next cricket stars.
21,Title : The Triplets of Belleville,Year : 2003,Run time : 80,IMDB rating : 7.7,Votes : 56330,Revenue USD : 7.0,Director : Sylvain Chomet,"Cast : Michèle Caucheteux, Jean-Claude Donda, Michel Robin, Monica Viegas","Summary : When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him."
22,Title : Moneyball,Year : 2011,Run time : 133,IMDB rating : 7.6,Votes : 451655,Revenue USD : 75.61,Director : Bennett Miller,"Cast : Brad Pitt, Robin Wright, Jonah Hill, Philip Seymour Hoffman",Summary : Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.
23,Title : Creed,Year : 2015,Run time : 133,IMDB rating : 7.6,Votes : 304113,Revenue USD : 109.77,Director : Ryan Coogler,"Cast : Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad","Summary : The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed."
24,Title : The Blind Side,Year : 2009,Run time : 129,IMDB rating : 7.6,Votes : 352988,Revenue USD : 255.96,Director : John Lee Hancock,"Cast : Quinton Aaron, Sandra Bullock, Tim McGraw, Jae Head","Summary : The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family."
25,Title : The Hurricane,Year : 1999,Run time : 146,IMDB rating : 7.6,Votes : 100828,Revenue USD : 50.67,Director : Norman Jewison,"Cast : Denzel Washington, Vicellous Shannon, Deborah Kara Unger, Liev Schreiber","Summary : The story of Rubin 'Hurricane' Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence."
26,Title : Rudy,Year : 1993,Run time : 114,IMDB rating : 7.5,Votes : 67362,Revenue USD : 22.75,Director : David Anspaugh,"Cast : Sean Astin, Jon Favreau, Ned Beatty, Greta Lind",Summary : Rudy has always been told that he was too small to play college football. But he is determined to overcome the odds and fulfill his dream of playing for Notre Dame.
27,"Title : I, Tonya",Year : 2017,Run time : 119,IMDB rating : 7.5,Votes : 235190,Revenue USD : 30.01,Director : Craig Gillespie,"Cast : Margot Robbie, Sebastian Stan, Allison Janney, Julianne Nicholson","Summary : Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes."
28,Title : King Richard,Year : 2021,Run time : 144,IMDB rating : 7.5,Votes : 128495,Revenue USD : ,Director : Reinaldo Marcus Green,"Cast : Will Smith, Aunjanue Ellis-Taylor, Jon Bernthal, Saniyya Sidney",Summary : A look at how tennis superstars Venus and Serena Williams became who they are after the coaching from their father Richard Williams.
29,Title : Field of Dreams,Year : 1989,Run time : 107,IMDB rating : 7.5,Votes : 125227,Revenue USD : 64.43,Director : Phil Alden Robinson,"Cast : Kevin Costner, James Earl Jones, Ray Liotta, Amy Madigan","Summary : Iowa farmer Ray Kinsella is inspired by a voice he can't ignore to pursue a dream he can hardly believe. Supported by his wife, Ray begins the quest by turning his ordinary cornfield into a place where dreams can come true."
30,Title : 42,Year : 2013,Run time : 128,IMDB rating : 7.5,Votes : 100561,Revenue USD : 95.0,Director : Brian Helgeland,"Cast : Chadwick Boseman, T.R. Knight, Harrison Ford, Nicole Beharie","Summary : In 1947, Jackie Robinson becomes the first African-American to play in Major League Baseball in the modern era when he was signed by the Brooklyn Dodgers and faces considerable racism in the process."
31,Title : The Art of Racing in the Rain,Year : 2019,Run time : 109,IMDB rating : 7.5,Votes : 36169,Revenue USD : 25.5,Director : Simon Curtis,"Cast : Kevin Costner, Milo Ventimiglia, Jackie Minns, Marcus Hondro","Summary : Through his bond with his owner, aspiring Formula One race car driver Denny, golden retriever Enzo learns that the techniques needed on the racetrack can also be used to successfully navigate the journey of life."
32,Title : Waves,Year : 2019,Run time : 135,IMDB rating : 7.5,Votes : 28950,Revenue USD : ,Director : Trey Edward Shults,"Cast : Taylor Russell, Kelvin Harrison Jr., Alexa Demie, Bill Wise","Summary : Traces the journey of a suburban family - led by a well-intentioned but domineering father - as they navigate love, forgiveness, and coming together in the aftermath of a loss."
33,Title : The Big Blue,Year : 1988,Run time : 168,IMDB rating : 7.5,Votes : 54103,Revenue USD : 3.5,Director : Luc Besson,"Cast : Jean-Marc Barr, Jean Reno, Rosanna Arquette, Paul Shenar","Summary : The rivalry between Enzo and Jacques, two childhood friends and now world-renowned free divers, becomes a beautiful and perilous journey into oneself and the unknown."
34,Title : '83,Year : 2021,Run time : 162,IMDB rating : 7.5,Votes : 39888,Revenue USD : ,Director : Kabir Khan,"Cast : Ranveer Singh, Deepika Padukone, Tahir Raj Bhasin, Jiiva","Summary : On June 25, 1983, the Lord's Cricket Ground witnessed 14 men beat the two times World Champions West Indies, putting India back onto the cricket world stage."
35,Title : The Damned United,Year : 2009,Run time : 98,IMDB rating : 7.5,Votes : 45380,Revenue USD : 0.45,Director : Tom Hooper,"Cast : Colm Meaney, Henry Goodman, David Roper, Jimmy Reddington",Summary : The story of the controversial Brian Clough's 44-day reign as the coach of the English football club Leeds United.
36,Title : Air,Year : 2023,Run time : 111,IMDB rating : 7.4,Votes : 147909,Revenue USD : ,Director : Ben Affleck,"Cast : Matt Damon, Jason Bateman, Ben Affleck, Chris Messina","Summary : Follows the history of sports marketing executive Sonny Vaccaro, and how he led Nike in its pursuit of the greatest athlete in the history of basketball, Michael Jordan."
37,Title : Molly's Game,Year : 2017,Run time : 140,IMDB rating : 7.4,Votes : 182909,Revenue USD : 28.78,Director : Aaron Sorkin,"Cast : Jessica Chastain, Idris Elba, Kevin Costner, Michael Cera","Summary : The true story of Molly Bloom, an Olympic-class skier who ran the world's most exclusive high-stakes poker game and became an FBI target."
38,Title : Green Street Hooligans,Year : 2005,Run time : 109,IMDB rating : 7.4,Votes : 158718,Revenue USD : 0.34,Director : Lexi Alexander,"Cast : Elijah Wood, Charlie Hunnam, Claire Forlani, Marc Warren","Summary : A wrongfully expelled Harvard undergrad moves to London, where he is introduced to the violent underworld of football hooliganism."
39,Title : The Natural,Year : 1984,Run time : 138,IMDB rating : 7.4,Votes : 51524,Revenue USD : 47.95,Director : Barry Levinson,"Cast : Robert Redford, Robert Duvall, Glenn Close, Kim Basinger",Summary : A middle-aged unknown comes seemingly out of nowhere to become a legendary baseball player with almost supernatural talent.
40,Title : Miracle,Year : 2004,Run time : 135,IMDB rating : 7.4,Votes : 57468,Revenue USD : 64.38,Director : Gavin O'Connor,"Cast : Kurt Russell, Patricia Clarkson, Nathan West, Noah Emmerich","Summary : The true story of Herb Brooks, the player-turned-coach who led the 1980 U.S. Olympic hockey team to victory over the seemingly invincible Soviet squad."
41,Title : The Swimmers,Year : 2022,Run time : 134,IMDB rating : 7.4,Votes : 33822,Revenue USD : ,Director : Sally El Hosaini,"Cast : Matthias Schweighöfer, Ali Suliman, Ahmed Malek, James Krishna Floyd","Summary : From war-torn Syria to the 2016 Rio Olympics, two young sisters embark on a harrowing journey as refugees, putting both their hearts and champion swimming skills to heroic use."
42,"Title : McFarland, USA",Year : 2015,Run time : 129,IMDB rating : 7.4,Votes : 41199,Revenue USD : 44.47,Director : Niki Caro,"Cast : Kevin Costner, Maria Bello, Ramiro Rodriguez, Carlos Pratts","Summary : Jim White moves his family after losing his last job as a football coach, and at his new school he turns seven disappointing students into one of the best cross-country teams in the region."
43,Title : Hoosiers,Year : 1986,Run time : 114,IMDB rating : 7.4,Votes : 49917,Revenue USD : 28.61,Director : David Anspaugh,"Cast : Gene Hackman, Barbara Hershey, Dennis Hopper, Sheb Wooley",Summary : A coach with a checkered past and a local drunk train a small-town high school basketball team to become a top contender for the state championship in 1950s Indiana.
44,Title : The Greatest Game Ever Played,Year : 2005,Run time : 120,IMDB rating : 7.4,Votes : 32750,Revenue USD : 15.33,Director : Bill Paxton,"Cast : Shia LaBeouf, Stephen Dillane, Elias Koteas, James Paxton","Summary : In the 1913 U.S. Open, twenty-year-old Francis Ouimet played golf against his idol, 1900 U.S. Open champion, Englishman Harry Vardon."
45,Title : Searching for Bobby Fischer,Year : 1993,Run time : 109,IMDB rating : 7.4,Votes : 41683,Revenue USD : 7.27,Director : Steven Zaillian,"Cast : Joe Mantegna, Ben Kingsley, Max Pomeranc, Joan Allen",Summary : A prepubescent chess prodigy is encouraged to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.
46,Title : Jhund,Year : 2022,Run time : 176,IMDB rating : 7.4,Votes : 25581,Revenue USD : ,Director : Nagraj Manjule,"Cast : Amitabh Bachchan, Ankush Gedam, Babu Kshatriya, Jerico Robert","Summary : Based on the life of Vijay Barse, a retired sports teacher who founded an NGO called Slum Soccer. He managed to rehabilitate street kids by keeping them off drugs and crime by turning them into soccer players and building a whole team."
47,Title : The Karate Kid,Year : 1984,Run time : 126,IMDB rating : 7.3,Votes : 238476,Revenue USD : 90.82,Director : John G. Avildsen,"Cast : Ralph Macchio, Pat Morita, Elisabeth Shue, Martin Kove",Summary : A martial arts master agrees to teach karate to a bullied teenager.
48,Title : A League of Their Own,Year : 1992,Run time : 128,IMDB rating : 7.3,Votes : 117892,Revenue USD : 107.53,Director : Penny Marshall,"Cast : Tom Hanks, Geena Davis, Lori Petty, Madonna",Summary : Two sisters join the first female professional baseball league and struggle to help it succeed amid their own growing rivalry.
49,Title : Jerry Maguire,Year : 1996,Run time : 139,IMDB rating : 7.3,Votes : 280935,Revenue USD : 153.95,Director : Cameron Crowe,"Cast : Tom Cruise, Cuba Gooding Jr., Renée Zellweger, Kelly Preston","Summary : When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague."
