,movie_name,movie_year,movie_runtime,imdb_ratings,number_votes,us_gross_millions,directors,cast,movie_description
11,Title : Notorious,Year : 1946,Run time : 102,IMDB rating : 7.9,Votes : 105227,Revenue USD : 10.46,Director : Alfred Hitchcock,"Cast : Cary Grant, Ingrid Bergman, Claude Rains, Louis Calhern",Summary : The daughter of a convicted Nazi spy is asked by American agents to gather information on a ring of Nazi scientists in South America. How far will she have to go to ingratiate herself with them?
12,Title : The Killing,Year : 1956,Run time : 84,IMDB rating : 7.9,Votes : 95120,Revenue USD : ,Director : Stanley Kubrick,"Cast : Sterling Hayden, Coleen Gray, Vince Edwards, Jay C. Flippen",Summary : Crook Johnny Clay assembles a five-man team to plan and execute a daring racetrack robbery.
13,Title : Strangers on a Train,Year : 1951,Run time : 101,IMDB rating : 7.9,Votes : 138807,Revenue USD : 7.63,Director : Alfred Hitchcock,"Cast : Farley Granger, Robert Walker, Ruth Roman, Leo G. Carroll",Summary : A psychopathic man tries to forcibly persuade a tennis star to agree to his theory that two strangers can get away with murder by submitting to his plan to kill the other's most-hated person.
14,Title : The Big Sleep,Year : 1946,Run time : 114,IMDB rating : 7.9,Votes : 89005,Revenue USD : 6.54,Director : Howard Hawks,"Cast : Humphrey Bogart, Lauren Bacall, John Ridgely, Martha Vickers","Summary : Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail and what might be love."
15,Title : Laura,Year : 1944,Run time : 88,IMDB rating : 7.9,Votes : 49933,Revenue USD : 4.36,Director : Otto Preminger,"Cast : Gene Tierney, Dana Andrews, Clifton Webb, Vincent Price",Summary : A police detective falls in love with the woman whose murder he is investigating.
16,Title : Mildred Pierce,Year : 1945,Run time : 111,IMDB rating : 7.9,Votes : 27899,Revenue USD : ,Director : Michael Curtiz,"Cast : Joan Crawford, Jack Carson, Zachary Scott, Eve Arden",Summary : A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.
17,Title : In a Lonely Place,Year : 1950,Run time : 94,IMDB rating : 7.9,Votes : 34079,Revenue USD : ,Director : Nicholas Ray,"Cast : Humphrey Bogart, Gloria Grahame, Frank Lovejoy, Carl Benton Reid","Summary : A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts."
18,Title : The Big Heat,Year : 1953,Run time : 89,IMDB rating : 7.9,Votes : 28335,Revenue USD : ,Director : Fritz Lang,"Cast : Glenn Ford, Gloria Grahame, Jocelyn Brando, Alexander Scourby",Summary : Tough cop Dave Bannion takes on a politically powerful crime syndicate.
19,Title : The Lost Weekend,Year : 1945,Run time : 101,IMDB rating : 7.9,Votes : 39313,Revenue USD : 9.46,Director : Billy Wilder,"Cast : Ray Milland, Jane Wyman, Phillip Terry, Howard Da Silva",Summary : The desperate life of a chronic alcoholic is followed through a four-day drinking bout.
20,Title : The Asphalt Jungle,Year : 1950,Run time : 112,IMDB rating : 7.8,Votes : 29100,Revenue USD : ,Director : John Huston,"Cast : Sterling Hayden, Louis Calhern, Jean Hagen, James Whitmore","Summary : A major heist goes off as planned, but then double crosses, bad luck and solid police work cause everything to unravel."
21,Title : Shadow of a Doubt,Year : 1943,Run time : 108,IMDB rating : 7.8,Votes : 69041,Revenue USD : ,Director : Alfred Hitchcock,"Cast : Teresa Wright, Joseph Cotten, Macdonald Carey, Henry Travers","Summary : A teenage girl, overjoyed when her favorite uncle comes to visit the family in their quiet California town, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities."
22,Title : To Have and Have Not,Year : 1944,Run time : 100,IMDB rating : 7.8,Votes : 37285,Revenue USD : ,Director : Howard Hawks,"Cast : Humphrey Bogart, Lauren Bacall, Walter Brennan, Dolores Moran","Summary : During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer."
23,Title : Scarface,Year : 1932,Run time : 93,IMDB rating : 7.7,Votes : 29578,Revenue USD : ,"Director : Howard Hawks, Richard Rosson","Cast : Paul Muni, Ann Dvorak, Karen Morley, Osgood Perkins","Summary : An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall."
24,Title : Key Largo,Year : 1948,Run time : 100,IMDB rating : 7.7,Votes : 43251,Revenue USD : ,Director : John Huston,"Cast : Humphrey Bogart, Edward G. Robinson, Lauren Bacall, Lionel Barrymore","Summary : A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other."
25,Title : Gilda,Year : 1946,Run time : 110,IMDB rating : 7.6,Votes : 34287,Revenue USD : ,Director : Charles Vidor,"Cast : Rita Hayworth, Glenn Ford, George Macready, Joseph Calleia",Summary : A small-time gambler hired to work in a Buenos Aires casino discovers his employer's new wife is his former lover.
26,Title : Spellbound,Year : 1945,Run time : 111,IMDB rating : 7.5,Votes : 51088,Revenue USD : 7.0,Director : Alfred Hitchcock,"Cast : Ingrid Bergman, Gregory Peck, Michael Chekhov, Leo G. Carroll",Summary : A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.
27,Title : The Lady from Shanghai,Year : 1947,Run time : 87,IMDB rating : 7.5,Votes : 32375,Revenue USD : 0.01,Director : Orson Welles,"Cast : Rita Hayworth, Orson Welles, Everett Sloane, Glenn Anders","Summary : Fascinated by gorgeous Mrs. Bannister, seaman Michael O'Hara joins a bizarre yachting cruise, and ends up mired in a complex murder plot."
28,Title : The Wrong Man,Year : 1956,Run time : 105,IMDB rating : 7.4,Votes : 30599,Revenue USD : ,Director : Alfred Hitchcock,"Cast : Henry Fonda, Vera Miles, Anthony Quayle, Harold J. Stone","Summary : In 1953, an innocent man named Christopher Emanuel ""Manny"" Balestrero is arrested after being mistaken for an armed robber."
29,Title : Suspicion,Year : 1941,Run time : 99,IMDB rating : 7.3,Votes : 41133,Revenue USD : 4.5,Director : Alfred Hitchcock,"Cast : Cary Grant, Joan Fontaine, Cedric Hardwicke, Nigel Bruce","Summary : A shy young heiress marries a charming gentleman, and soon begins to suspect he is planning to murder her."
30,Title : The Stranger,Year : 1946,Run time : 95,IMDB rating : 7.3,Votes : 27928,Revenue USD : ,Director : Orson Welles,"Cast : Orson Welles, Edward G. Robinson, Loretta Young, Philip Merivale",Summary : An investigator from the War Crimes Commission travels to Connecticut to find an infamous Nazi.
31,Title : Killer's Kiss,Year : 1955,Run time : 67,IMDB rating : 6.6,Votes : 25441,Revenue USD : ,Director : Stanley Kubrick,"Cast : Frank Silvera, Irene Kane, Jamie Smith, Jerry Jarrett","Summary : Ready to catch a train to his hometown, a washed-up boxer tells us about the strange and twisty events that happened to him the past couple of days."
