,movie_name,movie_year,movie_runtime,imdb_ratings,number_votes,us_gross_millions,directors,cast,movie_description
17,Title : This Is Spinal Tap,Year : 1984,Run time : 82,IMDB rating : 7.9,Votes : 144551,Revenue USD : 4.74,Director : Rob Reiner,"Cast : Rob Reiner, Michael McKean, Christopher Guest, Kimberly Stringer","Summary : Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour."
18,Title : Sing Street,Year : 2016,Run time : 106,IMDB rating : 7.9,Votes : 98969,Revenue USD : 3.24,Director : John Carney,"Cast : Ferdia Walsh-Peelo, Aidan Gillen, Maria Doyle Kennedy, Jack Reynor",Summary : A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.
19,Title : Three Colors: Blue,Year : 1993,Run time : 94,IMDB rating : 7.9,Votes : 108132,Revenue USD : 1.32,Director : Krzysztof Kieslowski,"Cast : Juliette Binoche, Zbigniew Zamachowski, Julie Delpy, Benoît Régent",Summary : A woman struggles to find a way to live her life after the death of her husband and child.
20,Title : Cléo from 5 to 7,Year : 1962,Run time : 90,IMDB rating : 7.9,Votes : 25823,Revenue USD : ,Director : Agnès Varda,"Cast : Corinne Marchand, Antoine Bourseiller, Dominique Davray, Dorothée Blanck","Summary : Cleo, a singer and hypochondriac, becomes increasingly worried that she might have cancer while awaiting test results from her doctor."
21,Title : Gully Boy,Year : 2019,Run time : 154,IMDB rating : 7.9,Votes : 42353,Revenue USD : 5.57,Director : Zoya Akhtar,"Cast : Ranveer Singh, Alia Bhatt, Siddhant Chaturvedi, Vijay Raaz",Summary : A coming-of-age story based on the lives of street rappers in Mumbai.
22,Title : Walk the Line,Year : 2005,Run time : 136,IMDB rating : 7.8,Votes : 261166,Revenue USD : 119.52,Director : James Mangold,"Cast : Joaquin Phoenix, Reese Witherspoon, Ginnifer Goodwin, Robert Patrick","Summary : A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins."
23,Title : Straight Outta Compton,Year : 2015,Run time : 147,IMDB rating : 7.8,Votes : 213326,Revenue USD : 161.2,Director : F. Gary Gray,"Cast : O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell, Neil Brown Jr.","Summary : The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood."
24,Title : Cabaret,Year : 1972,Run time : 124,IMDB rating : 7.8,Votes : 58074,Revenue USD : 42.77,Director : Bob Fosse,"Cast : Liza Minnelli, Michael York, Helmut Griem, Joel Grey",Summary : A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.
25,Title : All That Jazz,Year : 1979,Run time : 123,IMDB rating : 7.8,Votes : 34206,Revenue USD : 37.82,Director : Bob Fosse,"Cast : Roy Scheider, Jessica Lange, Ann Reinking, Leland Palmer","Summary : Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer."
26,Title : Once,Year : 2007,Run time : 86,IMDB rating : 7.8,Votes : 119973,Revenue USD : 9.44,Director : John Carney,"Cast : Glen Hansard, Markéta Irglová, Hugh Walsh, Gerard Hendrick","Summary : A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story."
27,Title : The Chorus,Year : 2004,Run time : 97,IMDB rating : 7.8,Votes : 65736,Revenue USD : 3.64,Director : Christophe Barratier,"Cast : Gérard Jugnot, François Berléand, Jean-Baptiste Maunier, Kad Merad",Summary : The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.
28,Title : A Night at the Opera,Year : 1935,Run time : 96,IMDB rating : 7.8,Votes : 34203,Revenue USD : 2.54,"Director : Sam Wood, Edmund Goulding","Cast : Groucho Marx, Chico Marx, Harpo Marx, Kitty Carlisle",Summary : A sly business manager and the wacky friends of two opera singers in Italy help them achieve success in America while humiliating their stuffy and snobbish enemies.
29,Title : Secret Superstar,Year : 2017,Run time : 150,IMDB rating : 7.8,Votes : 28459,Revenue USD : ,Director : Advait Chandan,"Cast : Zaira Wasim, Meher Vij, Raj Arjun, Aamir Khan",Summary : A talented teenage singer-songwriter living amid domestic abuse becomes a YouTube sensation after a video in which she hides her identity goes viral.
30,Title : Sound of Metal,Year : 2019,Run time : 120,IMDB rating : 7.7,Votes : 143376,Revenue USD : ,Director : Darius Marder,"Cast : Riz Ahmed, Olivia Cooke, Paul Raci, Lauren Ridloff",Summary : A heavy metal drummer's life is turned upside down when he begins to lose his hearing and he must confront a future filled with silence.
31,"Title : O Brother, Where Art Thou?",Year : 2000,Run time : 107,IMDB rating : 7.7,Votes : 324552,Revenue USD : 45.51,"Director : Joel Coen, Ethan Coen","Cast : George Clooney, John Turturro, Tim Blake Nelson, John Goodman","Summary : In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them."
32,Title : Fantasia,Year : 1940,Run time : 124,IMDB rating : 7.7,Votes : 101624,Revenue USD : 76.41,"Director : James Algar, Samuel Armstrong, Ford Beebe Jr., Norman Ferguson, David Hand, Jim Handley, T. Hee, Wilfred Jackson, Hamilton Luske, Bill Roberts, Paul Satterfield, Ben Sharpsteen","Cast : Leopold Stokowski, Deems Taylor, The Philadelphia Orchestra, Corey Burton","Summary : A series of eight famous pieces of classical music, conducted by Leopold Stokowski and interpreted in animation by Walt Disney's team of artists."
33,Title : Billy Elliot,Year : 2000,Run time : 110,IMDB rating : 7.7,Votes : 140219,Revenue USD : 22.0,Director : Stephen Daldry,"Cast : Jamie Bell, Julie Walters, Jean Heywood, Jamie Draven",Summary : A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.
34,Title : Ray,Year : 2004,Run time : 152,IMDB rating : 7.7,Votes : 154715,Revenue USD : 75.33,Director : Taylor Hackford,"Cast : Jamie Foxx, Regina King, Kerry Washington, Clifton Powell","Summary : The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s."
35,Title : Hedwig and the Angry Inch,Year : 2001,Run time : 95,IMDB rating : 7.7,Votes : 36930,Revenue USD : 3.03,Director : John Cameron Mitchell,"Cast : John Cameron Mitchell, Miriam Shor, Stephen Trask, Theodore Liscinski",Summary : A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.
36,Title : The Broken Circle Breakdown,Year : 2012,Run time : 111,IMDB rating : 7.7,Votes : 42665,Revenue USD : 0.18,Director : Felix van Groeningen,"Cast : Veerle Baetens, Johan Heldenbergh, Nell Cattrysse, Geert Van Rampelberg","Summary : Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial."
37,Title : The Triplets of Belleville,Year : 2003,Run time : 80,IMDB rating : 7.7,Votes : 56330,Revenue USD : 7.0,Director : Sylvain Chomet,"Cast : Michèle Caucheteux, Jean-Claude Donda, Michel Robin, Monica Viegas","Summary : When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him."
38,Title : The Double Life of Véronique,Year : 1991,Run time : 98,IMDB rating : 7.7,Votes : 51754,Revenue USD : 2.0,Director : Krzysztof Kieslowski,"Cast : Irène Jacob, Wladyslaw Kowalski, Halina Gryglaszewska, Kalina Jedrusik","Summary : Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected."
39,Title : Rockstar,Year : 2011,Run time : 159,IMDB rating : 7.7,Votes : 47271,Revenue USD : 0.99,Director : Imtiaz Ali,"Cast : Ranbir Kapoor, Nargis Fakhri, Shammi Kapoor, Kumud Mishra","Summary : Janardhan Jakhar chases his dreams of becoming a big Rock star, during which he falls in love with Heer."
40,Title : Joyeux Noel,Year : 2005,Run time : 116,IMDB rating : 7.7,Votes : 31046,Revenue USD : 1.05,Director : Christian Carion,"Cast : Diane Kruger, Benno Fürmann, Guillaume Canet, Natalie Dessay","Summary : In December 1914, an unofficial Christmas truce on the Western Front allows soldiers from opposing sides of the First World War to gain insight into each other's way of life."
41,Title : Baby Driver,Year : 2017,Run time : 113,IMDB rating : 7.6,Votes : 585812,Revenue USD : 107.83,Director : Edgar Wright,"Cast : Ansel Elgort, Jon Bernthal, Jon Hamm, Eiza González","Summary : After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail."
42,Title : A Star Is Born,Year : 2018,Run time : 136,IMDB rating : 7.6,Votes : 407236,Revenue USD : 215.29,Director : Bradley Cooper,"Cast : Lady Gaga, Bradley Cooper, Sam Elliott, Greg Grunberg",Summary : A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.
43,Title : The Commitments,Year : 1991,Run time : 118,IMDB rating : 7.6,Votes : 37559,Revenue USD : 14.92,Director : Alan Parker,"Cast : Robert Arkins, Michael Aherne, Angeline Ball, Maria Doyle Kennedy","Summary : Jimmy Rabbitte, an unemployed Dublin boy, decides to put together a soul band made up entirely of the Irish working class."
44,Title : Nashville,Year : 1975,Run time : 160,IMDB rating : 7.6,Votes : 27907,Revenue USD : 14.82,Director : Robert Altman,"Cast : Keith Carradine, Karen Black, Ronee Blakley, Shelley Duvall","Summary : Over the course of a few hectic days, numerous interrelated people prepare for a political convention."
45,Title : La Vie En Rose,Year : 2007,Run time : 140,IMDB rating : 7.6,Votes : 89703,Revenue USD : 10.3,Director : Olivier Dahan,"Cast : Marion Cotillard, Sylvie Testud, Pascal Greggory, Emmanuelle Seigner","Summary : Biopic of the iconic French singer Édith Piaf. Raised by her grandmother in a brothel, she was discovered while singing on a street corner at the age of 19. Despite her success, Piaf's life was filled with tragedy."
46,Title : Control,Year : 2007,Run time : 122,IMDB rating : 7.6,Votes : 67717,Revenue USD : 0.87,Director : Anton Corbijn,"Cast : Sam Riley, Samantha Morton, Craig Parkinson, Alexandra Maria Lara","Summary : A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23."
47,Title : Shine,Year : 1996,Run time : 105,IMDB rating : 7.6,Votes : 55916,Revenue USD : 35.81,Director : Scott Hicks,"Cast : Geoffrey Rush, Armin Mueller-Stahl, Justin Braine, Sonia Todd","Summary : Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim."
48,Title : The Red Violin,Year : 1998,Run time : 130,IMDB rating : 7.6,Votes : 34126,Revenue USD : 9.47,Director : François Girard,"Cast : Carlo Cecchi, Jean-Luc Bideau, Christoph Koncz, Jason Flemyng","Summary : A red-colored violin inspires passion, making its way through three centuries over several owners and countries, eventually ending up at an auction where it may find a new owner."
49,Title : The Piano Teacher,Year : 2001,Run time : 131,IMDB rating : 7.5,Votes : 69334,Revenue USD : 1.9,Director : Michael Haneke,"Cast : Isabelle Huppert, Annie Girardot, Benoît Magimel, Susanne Lothar",Summary : A young man romantically pursues his masochistic piano teacher.
