,movie_name,movie_year,movie_runtime,imdb_ratings,number_votes,us_gross_millions,directors,cast,movie_description
10,Title : Paths of Glory,Year : 1957,Run time : 88,IMDB rating : 8.4,Votes : 207227,Revenue USD : ,Director : Stanley Kubrick,"Cast : Kirk Douglas, Ralph Meeker, Adolphe Menjou, George Macready","Summary : After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them."
11,Title : The Great Dictator,Year : 1940,Run time : 125,IMDB rating : 8.4,Votes : 232963,Revenue USD : 0.29,Director : Charles Chaplin,"Cast : Charles Chaplin, Paulette Goddard, Jack Oakie, Reginald Gardiner",Summary : Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.
12,Title : Braveheart,Year : 1995,Run time : 178,IMDB rating : 8.3,Votes : 1071968,Revenue USD : 75.6,Director : Mel Gibson,"Cast : Mel Gibson, Sophie Marceau, Patrick McGoohan, Angus Macfadyen",Summary : Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.
13,Title : Full Metal Jacket,Year : 1987,Run time : 116,IMDB rating : 8.3,Votes : 773293,Revenue USD : 46.36,Director : Stanley Kubrick,"Cast : Matthew Modine, R. Lee Ermey, Vincent D'Onofrio, Adam Baldwin",Summary : A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.
14,Title : Incendies,Year : 2010,Run time : 131,IMDB rating : 8.3,Votes : 190674,Revenue USD : 6.86,Director : Denis Villeneuve,"Cast : Lubna Azabal, Mélissa Désormeaux-Poulin, Maxim Gaudette, Mustafa Kamel",Summary : Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.
15,Title : Lawrence of Arabia,Year : 1962,Run time : 218,IMDB rating : 8.3,Votes : 306967,Revenue USD : 44.82,Director : David Lean,"Cast : Peter O'Toole, Alec Guinness, Anthony Quinn, Jack Hawkins","Summary : The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks."
16,Title : Judgment at Nuremberg,Year : 1961,Run time : 179,IMDB rating : 8.3,Votes : 82397,Revenue USD : ,Director : Stanley Kramer,"Cast : Spencer Tracy, Burt Lancaster, Richard Widmark, Marlene Dietrich","Summary : In 1948, an American court in occupied Germany tries four Nazis judged for war crimes."
17,Title : Shershaah,Year : 2021,Run time : 135,IMDB rating : 8.3,Votes : 126897,Revenue USD : ,Director : Vishnuvardhan,"Cast : Sidharth Malhotra, Kiara Advani, Shiv Panditt, Pranay Pachauri","Summary : Shershaah is the story of PVC awardee Indian soldier Capt. Vikram Batra, whose bravery and unflinching courage in chasing the Pakistani soldiers out of Indian territory contributed immensely in India finally winning the Kargil War in 1999."
18,Title : Ayla: The Daughter of War,Year : 2017,Run time : 125,IMDB rating : 8.3,Votes : 42588,Revenue USD : ,Director : Can Ulkay,"Cast : Çetin Tekindor, Ismail Hacioglu, Kyung-jin Lee, Kim Seol","Summary : Sergeant Süleyman finds a little girl on a battlefield during the Korean War. He takes her and names her Ayla. Fifteen months later, Süleyman's brigade is told they will be returning to Turkey, and he is reluctant to leave her behind."
19,Title : 1917,Year : 2019,Run time : 119,IMDB rating : 8.2,Votes : 646636,Revenue USD : 159.23,Director : Sam Mendes,"Cast : Dean-Charles Chapman, George MacKay, Daniel Mays, Colin Firth","Summary : April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap."
20,Title : Pan's Labyrinth,Year : 2006,Run time : 118,IMDB rating : 8.2,Votes : 691112,Revenue USD : 37.63,Director : Guillermo del Toro,"Cast : Ivana Baquero, Ariadna Gil, Sergi López, Maribel Verdú","Summary : In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world."
21,Title : Gone with the Wind,Year : 1939,Run time : 238,IMDB rating : 8.2,Votes : 327721,Revenue USD : 198.68,"Director : Victor Fleming, George Cukor, Sam Wood","Cast : Clark Gable, Vivien Leigh, Thomas Mitchell, Barbara O'Neil",Summary : A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.
22,Title : Downfall,Year : 2004,Run time : 156,IMDB rating : 8.2,Votes : 368285,Revenue USD : 5.51,Director : Oliver Hirschbiegel,"Cast : Bruno Ganz, Alexandra Maria Lara, Ulrich Matthes, Juliane Köhler","Summary : Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII."
23,Title : The Great Escape,Year : 1963,Run time : 172,IMDB rating : 8.2,Votes : 253969,Revenue USD : 12.1,Director : John Sturges,"Cast : Steve McQueen, James Garner, Richard Attenborough, Charles Bronson",Summary : Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.
24,Title : Ran,Year : 1985,Run time : 160,IMDB rating : 8.2,Votes : 132621,Revenue USD : 4.14,Director : Akira Kurosawa,"Cast : Tatsuya Nakadai, Akira Terao, Jinpachi Nezu, Daisuke Ryû","Summary : In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him."
25,Title : To Be or Not to Be,Year : 1942,Run time : 99,IMDB rating : 8.2,Votes : 41220,Revenue USD : ,Director : Ernst Lubitsch,"Cast : Carole Lombard, Jack Benny, Robert Stack, Felix Bressart","Summary : During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy."
26,Title : Uri: The Surgical Strike,Year : 2019,Run time : 138,IMDB rating : 8.2,Votes : 69532,Revenue USD : 4.19,Director : Aditya Dhar,"Cast : Vicky Kaushal, Paresh Rawal, Mohit Raina, Yami Gautam","Summary : Indian army special forces execute a covert operation, avenging the killing of fellow army men at their base by a terrorist group."
27,Title : Ugetsu,Year : 1953,Run time : 96,IMDB rating : 8.2,Votes : 25093,Revenue USD : 0.01,Director : Kenji Mizoguchi,"Cast : Masayuki Mori, Machiko Kyô, Kinuyo Tanaka, Mitsuko Mito","Summary : A tale of ambition, family, love, and war set in the midst of the Japanese Civil Wars of the sixteenth century."
28,Title : The Mountain II,Year : 2016,Run time : 135,IMDB rating : 8.2,Votes : 109629,Revenue USD : ,Director : Alper Caglar,"Cast : Caglar Ertugrul, Ufuk Bayraktar, Ahu Türkpençe, Murat Serezli","Summary : In a desolate war zone where screams of the innocent echo, seven Maroon Berets will dance with death on the very line between disaster and valor."
29,Title : Hacksaw Ridge,Year : 2016,Run time : 139,IMDB rating : 8.1,Votes : 571649,Revenue USD : 67.21,Director : Mel Gibson,"Cast : Andrew Garfield, Sam Worthington, Luke Bracey, Teresa Palmer","Summary : World War II American Army Medic Desmond T. Doss, serving during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot."
30,Title : The Deer Hunter,Year : 1978,Run time : 183,IMDB rating : 8.1,Votes : 354016,Revenue USD : 48.98,Director : Michael Cimino,"Cast : Robert De Niro, Christopher Walken, John Cazale, John Savage",Summary : An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.
31,Title : The Bridge on the River Kwai,Year : 1957,Run time : 161,IMDB rating : 8.1,Votes : 229367,Revenue USD : 44.91,Director : David Lean,"Cast : William Holden, Alec Guinness, Jack Hawkins, Sessue Hayakawa","Summary : British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it."
32,Title : Platoon,Year : 1986,Run time : 120,IMDB rating : 8.1,Votes : 430053,Revenue USD : 138.53,Director : Oliver Stone,"Cast : Charlie Sheen, Tom Berenger, Willem Dafoe, Keith David","Summary : Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict."
33,Title : Barry Lyndon,Year : 1975,Run time : 185,IMDB rating : 8.1,Votes : 177991,Revenue USD : ,Director : Stanley Kubrick,"Cast : Ryan O'Neal, Marisa Berenson, Patrick Magee, Hardy Krüger",Summary : An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.
34,Title : Hotel Rwanda,Year : 2004,Run time : 121,IMDB rating : 8.1,Votes : 366732,Revenue USD : 23.53,Director : Terry George,"Cast : Don Cheadle, Sophie Okonedo, Joaquin Phoenix, Xolani Mali","Summary : Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa."
35,Title : The Best Years of Our Lives,Year : 1946,Run time : 170,IMDB rating : 8.1,Votes : 68679,Revenue USD : 23.65,Director : William Wyler,"Cast : Myrna Loy, Dana Andrews, Fredric March, Teresa Wright","Summary : Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed."
36,Title : All Quiet on the Western Front,Year : 1930,Run time : 152,IMDB rating : 8.1,Votes : 66416,Revenue USD : 3.27,Director : Lewis Milestone,"Cast : Lew Ayres, Louis Wolheim, John Wray, Arnold Lucy","Summary : A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror."
37,Title : Underground,Year : 1995,Run time : 167,IMDB rating : 8.1,Votes : 60302,Revenue USD : 0.17,Director : Emir Kusturica,"Cast : Predrag 'Miki' Manojlovic, Lazar Ristovski, Mirjana Jokovic, Slavko Stimac","Summary : Two underground black marketeers, Marko and Blacky, sell weapons to the Communist resistance in wartime Belgrade, living the good life along the way."
38,Title : The Battle of Algiers,Year : 1966,Run time : 121,IMDB rating : 8.1,Votes : 63982,Revenue USD : 0.06,Director : Gillo Pontecorvo,"Cast : Brahim Hadjadj, Jean Martin, Yacef Saadi, Samia Kerbash","Summary : In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government."
39,Title : The Message,Year : 1976,Run time : 177,IMDB rating : 8.1,Votes : 49816,Revenue USD : ,Director : Moustapha Akkad,"Cast : Anthony Quinn, Irene Papas, Michael Ansara, Johnny Sekka",Summary : This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history.
40,Title : The General,Year : 1926,Run time : 78,IMDB rating : 8.1,Votes : 96019,Revenue USD : 1.03,"Director : Clyde Bruckman, Buster Keaton","Cast : Buster Keaton, Marion Mack, Glen Cavender, Jim Farley","Summary : After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through enemy lines."
41,Title : Army of Shadows,Year : 1969,Run time : 145,IMDB rating : 8.1,Votes : 25193,Revenue USD : 0.74,Director : Jean-Pierre Melville,"Cast : Lino Ventura, Paul Meurisse, Jean-Pierre Cassel, Simone Signoret",Summary : An account of underground resistance fighters in Nazi-occupied France.
42,Title : The Grand Illusion,Year : 1937,Run time : 113,IMDB rating : 8.1,Votes : 38221,Revenue USD : 0.17,Director : Jean Renoir,"Cast : Jean Gabin, Dita Parlo, Pierre Fresnay, Erich von Stroheim","Summary : During WWI, two French soldiers are captured and imprisoned in a German P.O.W. camp. Several escape attempts follow until they are eventually sent to a seemingly inescapable fortress."
43,Title : Dara of Jasenovac,Year : 2020,Run time : 130,IMDB rating : 8.1,Votes : 81625,Revenue USD : 0.05,Director : Predrag Antonijevic,"Cast : Biljana Cekic, Zlatan Vidovic, Anja Stanic, Luka Saranovic",Summary : A 10-year-old girl and her family come face-to-face with the horrors of the Holocaust when they are sent to a concentration camp in Croatia. She must summon the courage to protect herself and her infant brother while trying to escape.
44,Title : Tangerines,Year : 2013,Run time : 87,IMDB rating : 8.1,Votes : 48115,Revenue USD : 0.14,Director : Zaza Urushadze,"Cast : Lembit Ulfsak, Elmo Nüganen, Giorgi Nakashidze, Misha Meskhi","Summary : In 1992, war rages in Abkhazia, a breakaway region of Georgia. An Estonian man Ivo has decided to stay behind and harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo takes him in."
45,Title : The Imitation Game,Year : 2014,Run time : 114,IMDB rating : 8.0,Votes : 806256,Revenue USD : 91.13,Director : Morten Tyldum,"Cast : Benedict Cumberbatch, Keira Knightley, Matthew Goode, Allen Leech","Summary : During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians while attempting to come to terms with his troubled private life."
46,Title : Ip Man,Year : 2008,Run time : 106,IMDB rating : 8.0,Votes : 230941,Revenue USD : ,Director : Wilson Yip,"Cast : Donnie Yen, Simon Yam, Siu-Wong Fan, Ka-Tung Lam","Summary : During the Japanese invasion of China, a wealthy martial artist is forced to leave his home when his city is occupied. With little means of providing for themselves, Ip Man and the remaining members of the city must find a way to survive."
47,Title : Persepolis,Year : 2007,Run time : 96,IMDB rating : 8.0,Votes : 98453,Revenue USD : 4.45,"Director : Vincent Paronnaud, Marjane Satrapi","Cast : Chiara Mastroianni, Catherine Deneuve, Gena Rowlands, Danielle Darrieux",Summary : A precocious and outspoken Iranian girl grows up during the Islamic Revolution.
48,Title : Stalag 17,Year : 1953,Run time : 120,IMDB rating : 8.0,Votes : 57711,Revenue USD : ,Director : Billy Wilder,"Cast : William Holden, Don Taylor, Otto Preminger, Robert Strauss","Summary : After two Americans are killed while escaping from a German P.O.W. camp in World War II, the barracks black marketeer, J.J. Sefton, is suspected of being an informer."
49,"Title : Quo Vadis, Aida?",Year : 2020,Run time : 101,IMDB rating : 8.0,Votes : 37002,Revenue USD : ,Director : Jasmila Zbanic,"Cast : Jasna Djuricic, Izudin Bajrovic, Boris Ler, Dino Bajrovic","Summary : Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp."
