,movie_name,movie_year,movie_runtime,imdb_ratings,number_votes,us_gross_millions,directors,cast,movie_description
10,Title : The Lord of the Rings: The Fellowship of the Ring,Year : 2001,Run time : 178,IMDB rating : 8.8,Votes : 1953681,Revenue USD : 315.54,Director : Peter Jackson,"Cast : Elijah Wood, Ian McKellen, Orlando Bloom, Sean Bean",Summary : A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
11,Title : Forrest Gump,Year : 1994,Run time : 142,IMDB rating : 8.8,Votes : 2190290,Revenue USD : 330.25,Director : Robert Zemeckis,"Cast : Tom Hanks, Robin Wright, Gary Sinise, Sally Field","Summary : The history of the United States from the 1950s to the '70s unfolds from the perspective of an Alabama man with an IQ of 75, who yearns to be reunited with his childhood sweetheart."
12,Title : The Lord of the Rings: The Two Towers,Year : 2002,Run time : 179,IMDB rating : 8.8,Votes : 1737331,Revenue USD : 342.55,Director : Peter Jackson,"Cast : Elijah Wood, Ian McKellen, Viggo Mortensen, Orlando Bloom","Summary : While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
13,Title : Jai Bhim,Year : 2021,Run time : 164,IMDB rating : 8.8,Votes : 211607,Revenue USD : ,Director : T.J. Gnanavel,"Cast : Suriya, Lijo Mol Jose, Manikandan K., Rajisha Vijayan","Summary : When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice."
14,Title : 777 Charlie,Year : 2022,Run time : 164,IMDB rating : 8.8,Votes : 37257,Revenue USD : ,Director : Kiranraj K,"Cast : Rakshit Shetty, Charlie, Sangeetha Sringeri, Raj B. Shetty",Summary : Dharma is stuck in a rut with his negative and lonely lifestyle and spends each day in the comfort of his loneliness. A pup named Charlie enters his life and gives him a new perspective towards it.
15,Title : Interstellar,Year : 2014,Run time : 169,IMDB rating : 8.7,Votes : 2004599,Revenue USD : 188.02,Director : Christopher Nolan,"Cast : Matthew McConaughey, Anne Hathaway, Jessica Chastain, Mackenzie Foy","Summary : When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans."
16,Title : Goodfellas,Year : 1990,Run time : 145,IMDB rating : 8.7,Votes : 1221601,Revenue USD : 46.84,Director : Martin Scorsese,"Cast : Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco","Summary : The story of Henry Hill and his life in the mafia, covering his relationship with his wife Karen and his mob partners Jimmy Conway and Tommy DeVito."
17,Title : One Flew Over the Cuckoo's Nest,Year : 1975,Run time : 133,IMDB rating : 8.7,Votes : 1047889,Revenue USD : 112.0,Director : Milos Forman,"Cast : Jack Nicholson, Louise Fletcher, Michael Berryman, Peter Brocco","Summary : In the Fall of 1963, a Korean War veteran and criminal pleads insanity and is admitted to a mental institution, where he rallies up the scared patients against the tyrannical nurse."
18,Title : Soorarai Pottru,Year : 2020,Run time : 153,IMDB rating : 8.7,Votes : 121374,Revenue USD : ,Director : Sudha Kongara,"Cast : Suriya, Paresh Rawal, Aparna Balamurali, Urvashi","Summary : Nedumaaran Rajangam ""Maara"" sets out to make the common man fly and in the process takes on the world's most capital intensive industry and several enemies who stand in his way."
19,Title : Rocketry: The Nambi Effect,Year : 2022,Run time : 157,IMDB rating : 8.7,Votes : 55859,Revenue USD : ,Director : Madhavan,"Cast : Madhavan, Simran, Rajit Kapoor, Ravi Raghavendra","Summary : Based on the life of Indian Space Research Organization scientist Nambi Narayanan, who was framed for being a spy and arrested in 1994. Though free, he continues to fight for justice against the officials who falsely implicated him."
20,Title : The Silence of the Lambs,Year : 1991,Run time : 118,IMDB rating : 8.6,Votes : 1503091,Revenue USD : 130.74,Director : Jonathan Demme,"Cast : Jodie Foster, Anthony Hopkins, Scott Glenn, Ted Levine","Summary : A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims."
21,Title : Se7en,Year : 1995,Run time : 127,IMDB rating : 8.6,Votes : 1743768,Revenue USD : 100.13,Director : David Fincher,"Cast : Morgan Freeman, Brad Pitt, Kevin Spacey, Andrew Kevin Walker","Summary : Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives."
22,Title : The Green Mile,Year : 1999,Run time : 189,IMDB rating : 8.6,Votes : 1368006,Revenue USD : 136.8,Director : Frank Darabont,"Cast : Tom Hanks, Michael Clarke Duncan, David Morse, Bonnie Hunt","Summary : A tale set on death row in a Southern jail, where gentle giant John possesses the mysterious power to heal people's ailments. When the lead guard, Paul, recognizes John's gift, he tries to help stave off the condemned man's execution."
23,Title : Saving Private Ryan,Year : 1998,Run time : 169,IMDB rating : 8.6,Votes : 1457188,Revenue USD : 216.54,Director : Steven Spielberg,"Cast : Tom Hanks, Matt Damon, Tom Sizemore, Edward Burns","Summary : Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action."
24,Title : City of God,Year : 2002,Run time : 130,IMDB rating : 8.6,Votes : 784652,Revenue USD : 7.56,"Director : Fernando Meirelles, Kátia Lund","Cast : Alexandre Rodrigues, Leandro Firmino, Matheus Nachtergaele, Phellipe Haagensen","Summary : In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin."
25,Title : Life Is Beautiful,Year : 1997,Run time : 116,IMDB rating : 8.6,Votes : 725846,Revenue USD : 57.6,Director : Roberto Benigni,"Cast : Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini, Giustino Durano","Summary : When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor and imagination to protect his son from the dangers around their camp."
26,Title : It's a Wonderful Life,Year : 1946,Run time : 130,IMDB rating : 8.6,Votes : 481077,Revenue USD : ,Director : Frank Capra,"Cast : James Stewart, Donna Reed, Lionel Barrymore, Thomas Mitchell",Summary : An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.
27,Title : Seven Samurai,Year : 1954,Run time : 207,IMDB rating : 8.6,Votes : 359475,Revenue USD : 0.27,Director : Akira Kurosawa,"Cast : Toshirô Mifune, Takashi Shimura, Keiko Tsushima, Yukiko Shimazaki","Summary : Farmers from a village exploited by bandits hire a veteran samurai for protection, who gathers six other samurai to join him."
28,Title : Harakiri,Year : 1962,Run time : 133,IMDB rating : 8.6,Votes : 64573,Revenue USD : ,Director : Masaki Kobayashi,"Cast : Tatsuya Nakadai, Akira Ishihama, Shima Iwashita, Tetsurô Tanba","Summary : When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity."
29,Title : The Kashmir Files,Year : 2022,Run time : 170,IMDB rating : 8.6,Votes : 571915,Revenue USD : ,Director : Vivek Agnihotri,"Cast : Mithun Chakraborty, Anupam Kher, Darshan Kumaar, Pallavi Joshi","Summary : A heart-wrenching tale that captures the pain, suffering, and struggle of the Kashmiri Pandit community in 1990 and leads Krishna, a young college student, to set out on a quest to uncover the truth."
30,Title : Sita Ramam,Year : 2022,Run time : 163,IMDB rating : 8.6,Votes : 63756,Revenue USD : ,Director : Hanu Raghavapudi,"Cast : Dulquer Salmaan, Mrunal Thakur, Rashmika Mandanna, Sumanth","Summary : An orphan soldier, Lieutenant Ram's life changes, after he gets a letter from a girl named Sita. He meets her and love blossoms between them. When he comes back to his camp in Kashmir,After he gets caught in jail, he sends a letter to Sita which won't reach her."
31,Title : Oppenheimer,Year : 2023,Run time : 180,IMDB rating : 8.5,Votes : 468997,Revenue USD : ,Director : Christopher Nolan,"Cast : Cillian Murphy, Emily Blunt, Matt Damon, Robert Downey Jr.","Summary : The story of American scientist, J. Robert Oppenheimer, and his role in the development of the atomic bomb."
32,Title : Gladiator,Year : 2000,Run time : 155,IMDB rating : 8.5,Votes : 1571308,Revenue USD : 187.71,Director : Ridley Scott,"Cast : Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed",Summary : A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.
33,Title : The Departed,Year : 2006,Run time : 151,IMDB rating : 8.5,Votes : 1386883,Revenue USD : 132.38,Director : Martin Scorsese,"Cast : Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg",Summary : An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.
34,Title : Parasite,Year : 2019,Run time : 132,IMDB rating : 8.5,Votes : 897401,Revenue USD : 53.37,Director : Bong Joon Ho,"Cast : Song Kang-ho, Lee Sun-kyun, Cho Yeo-jeong, Choi Woo-sik",Summary : Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.
35,Title : The Prestige,Year : 2006,Run time : 130,IMDB rating : 8.5,Votes : 1403434,Revenue USD : 53.09,Director : Christopher Nolan,"Cast : Christian Bale, Hugh Jackman, Scarlett Johansson, Michael Caine","Summary : After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other."
36,Title : Whiplash,Year : 2014,Run time : 106,IMDB rating : 8.5,Votes : 939702,Revenue USD : 13.09,Director : Damien Chazelle,"Cast : Miles Teller, J.K. Simmons, Melissa Benoist, Paul Reiser",Summary : A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.
37,Title : Django Unchained,Year : 2012,Run time : 165,IMDB rating : 8.5,Votes : 1644040,Revenue USD : 162.81,Director : Quentin Tarantino,"Cast : Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington","Summary : With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi."
38,Title : Léon: The Professional,Year : 1994,Run time : 110,IMDB rating : 8.5,Votes : 1214645,Revenue USD : 19.5,Director : Luc Besson,"Cast : Jean Reno, Gary Oldman, Natalie Portman, Danny Aiello","Summary : 12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade."
39,Title : The Lion King,Year : 1994,Run time : 88,IMDB rating : 8.5,Votes : 1111483,Revenue USD : 422.78,"Director : Roger Allers, Rob Minkoff","Cast : Matthew Broderick, Jeremy Irons, James Earl Jones, Whoopi Goldberg","Summary : Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself."
40,Title : The Usual Suspects,Year : 1995,Run time : 106,IMDB rating : 8.5,Votes : 1123160,Revenue USD : 23.34,Director : Bryan Singer,"Cast : Kevin Spacey, Gabriel Byrne, Chazz Palminteri, Stephen Baldwin",Summary : The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.
41,Title : The Intouchables,Year : 2011,Run time : 112,IMDB rating : 8.5,Votes : 903001,Revenue USD : 13.18,"Director : Olivier Nakache, Éric Toledano","Cast : François Cluzet, Omar Sy, Anne Le Ny, Audrey Fleurot","Summary : After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver."
42,Title : American History X,Year : 1998,Run time : 119,IMDB rating : 8.5,Votes : 1162952,Revenue USD : 6.72,Director : Tony Kaye,"Cast : Edward Norton, Edward Furlong, Beverly D'Angelo, Jennifer Lien","Summary : Living a life marked by violence, neo-Nazi Derek finally goes to prison after killing two black youths. Upon his release, Derek vows to change; he hopes to prevent his brother, Danny, who idolizes Derek, from following in his footsteps."
43,Title : The Pianist,Year : 2002,Run time : 150,IMDB rating : 8.5,Votes : 883372,Revenue USD : 32.57,Director : Roman Polanski,"Cast : Adrien Brody, Thomas Kretschmann, Frank Finlay, Emilia Fox",Summary : A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.
44,Title : Casablanca,Year : 1942,Run time : 102,IMDB rating : 8.5,Votes : 594101,Revenue USD : 1.02,Director : Michael Curtiz,"Cast : Humphrey Bogart, Ingrid Bergman, Paul Henreid, Claude Rains",Summary : A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.
45,Title : Grave of the Fireflies,Year : 1988,Run time : 89,IMDB rating : 8.5,Votes : 297886,Revenue USD : ,Director : Isao Takahata,"Cast : Tsutomu Tatsumi, Ayano Shiraishi, Akemi Yamaguchi, Yoshiko Shinohara",Summary : A young boy and his little sister struggle to survive in Japan during World War II.
46,Title : Cinema Paradiso,Year : 1988,Run time : 155,IMDB rating : 8.5,Votes : 275347,Revenue USD : 11.99,Director : Giuseppe Tornatore,"Cast : Philippe Noiret, Enzo Cannavale, Antonella Attili, Isa Danieli",Summary : A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.
47,Title : Modern Times,Year : 1936,Run time : 87,IMDB rating : 8.5,Votes : 253726,Revenue USD : 0.16,Director : Charles Chaplin,"Cast : Charles Chaplin, Paulette Goddard, Henry Bergman, Tiny Sandford",Summary : The Tramp struggles to live in modern industrial society with the help of a young homeless woman.
48,Title : City Lights,Year : 1931,Run time : 87,IMDB rating : 8.5,Votes : 192149,Revenue USD : 0.02,Director : Charles Chaplin,"Cast : Charles Chaplin, Virginia Cherrill, Florence Lee, Harry Myers","Summary : With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically."
49,Title : 96,Year : 2018,Run time : 158,IMDB rating : 8.5,Votes : 34696,Revenue USD : ,Director : C. Prem Kumar,"Cast : Vijay Sethupathi, Adithya Bhaskar, Trisha Krishnan, Gouri Kishan",Summary : Two high school sweethearts meet at a reunion after 22 years and reminisce about their past.
