,movie_name,movie_year,movie_runtime,imdb_ratings,number_votes,us_gross_millions,directors,cast,movie_description
10,Title : The Blue Elephant,Year : 2014,Run time : 170,IMDB rating : 8.0,Votes : 29513,Revenue USD : ,Director : Marwan Hamed,"Cast : Karim Abdel Aziz, Khaled El-Sawi, Nilli Karim, Mohamed Mamdouh","Summary : While trying to help an inmate at the mental hospital, a psychotherapist unravels mysteries he never thought existed."
11,Title : Shaun of the Dead,Year : 2004,Run time : 99,IMDB rating : 7.9,Votes : 581664,Revenue USD : 13.54,Director : Edgar Wright,"Cast : Simon Pegg, Nick Frost, Kate Ashfield, Lucy Davis","Summary : The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse."
12,Title : Nosferatu,Year : 1922,Run time : 94,IMDB rating : 7.9,Votes : 102930,Revenue USD : ,Director : F.W. Murnau,"Cast : Max Schreck, Alexander Granach, Gustav von Wangenheim, Greta Schröder",Summary : Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.
13,Title : King Kong,Year : 1933,Run time : 100,IMDB rating : 7.9,Votes : 89232,Revenue USD : 10.0,"Director : Merian C. Cooper, Ernest B. Schoedsack","Cast : Fay Wray, Robert Armstrong, Bruce Cabot, Frank Reicher","Summary : A film crew goes to a tropical island for a location shoot, where they capture a colossal ape who takes a shine to their blonde starlet, and bring him back to New York City."
14,Title : Get Out,Year : 2017,Run time : 104,IMDB rating : 7.8,Votes : 665565,Revenue USD : 176.04,Director : Jordan Peele,"Cast : Daniel Kaluuya, Allison Williams, Bradley Whitford, Catherine Keener","Summary : A young African-American visits his White girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point."
15,Title : Predator,Year : 1987,Run time : 107,IMDB rating : 7.8,Votes : 443146,Revenue USD : 59.74,Director : John McTiernan,"Cast : Arnold Schwarzenegger, Carl Weathers, Kevin Peter Hall, Elpidia Carrillo",Summary : A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.
16,Title : Night of the Living Dead,Year : 1968,Run time : 96,IMDB rating : 7.8,Votes : 136088,Revenue USD : 0.09,Director : George A. Romero,"Cast : Duane Jones, Judith O'Dea, Karl Hardman, Marilyn Eastman",Summary : A ragtag group of survivors barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the Northeast portion of the United States.
17,Title : Freaks,Year : 1932,Run time : 64,IMDB rating : 7.8,Votes : 49337,Revenue USD : 0.63,Director : Tod Browning,"Cast : Wallace Ford, Leila Hyams, Olga Baclanova, Roscoe Ates","Summary : A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance."
18,Title : Frankenstein,Year : 1931,Run time : 70,IMDB rating : 7.8,Votes : 77698,Revenue USD : ,Director : James Whale,"Cast : Colin Clive, Mae Clarke, Boris Karloff, John Boles",Summary : Dr Henry Frankenstein is obsessed with assembling a living being from parts of several exhumed corpses.
19,Title : Dawn of the Dead,Year : 1978,Run time : 127,IMDB rating : 7.8,Votes : 126186,Revenue USD : 5.1,Director : George A. Romero,"Cast : David Emge, Ken Foree, Scott H. Reiniger, Gaylen Ross","Summary : During an escalating zombie epidemic, two Philadelphia SWAT team members, a traffic reporter and his TV executive girlfriend seek refuge in a secluded shopping mall."
20,Title : Let the Right One In,Year : 2008,Run time : 114,IMDB rating : 7.8,Votes : 223789,Revenue USD : 2.12,Director : Tomas Alfredson,"Cast : Kåre Hedebrant, Lina Leandersson, Per Ragnar, Henrik Dahl","Summary : Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl."
21,Title : The Bride of Frankenstein,Year : 1935,Run time : 75,IMDB rating : 7.8,Votes : 51770,Revenue USD : 4.36,Director : James Whale,"Cast : Boris Karloff, Elsa Lanchester, Colin Clive, Valerie Hobson","Summary : Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate."
22,Title : The Innocents,Year : 1961,Run time : 100,IMDB rating : 7.8,Votes : 32378,Revenue USD : 2.62,Director : Jack Clayton,"Cast : Deborah Kerr, Peter Wyngarde, Megs Jenkins, Michael Redgrave",Summary : A young governess for two children becomes convinced that the house and grounds are haunted.
23,Title : Halloween,Year : 1978,Run time : 91,IMDB rating : 7.7,Votes : 297883,Revenue USD : 47.0,Director : John Carpenter,"Cast : Donald Pleasence, Jamie Lee Curtis, Tony Moran, Nancy Kyes","Summary : Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again."
24,Title : Evil Dead II,Year : 1987,Run time : 84,IMDB rating : 7.7,Votes : 178088,Revenue USD : 5.92,Director : Sam Raimi,"Cast : Bruce Campbell, Sarah Berry, Dan Hicks, Kassie Wesley DePaiva",Summary : The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.
25,Title : Invasion of the Body Snatchers,Year : 1956,Run time : 80,IMDB rating : 7.7,Votes : 53410,Revenue USD : ,Director : Don Siegel,"Cast : Kevin McCarthy, Dana Wynter, Larry Gates, King Donovan",Summary : A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.
26,Title : Saw,Year : 2004,Run time : 103,IMDB rating : 7.6,Votes : 453649,Revenue USD : 56.0,Director : James Wan,"Cast : Cary Elwes, Leigh Whannell, Danny Glover, Ken Leung","Summary : Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer."
27,Title : American Psycho,Year : 2000,Run time : 102,IMDB rating : 7.6,Votes : 682609,Revenue USD : 15.07,Director : Mary Harron,"Cast : Christian Bale, Justin Theroux, Josh Lucas, Bill Sage","Summary : A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies."
28,Title : The Others,Year : 2001,Run time : 104,IMDB rating : 7.6,Votes : 384519,Revenue USD : 96.52,Director : Alejandro Amenábar,"Cast : Nicole Kidman, Christopher Eccleston, Fionnula Flanagan, Alakina Mann","Summary : In 1945, immediately following the end of Second World War, a woman who lives with her two photosensitive children on her darkened old family estate in the Channel Islands becomes convinced that the home is haunted."
29,Title : What We Do in the Shadows,Year : 2014,Run time : 86,IMDB rating : 7.6,Votes : 194942,Revenue USD : 3.33,"Director : Jemaine Clement, Taika Waititi","Cast : Jemaine Clement, Taika Waititi, Cori Gonzalez-Macuer, Jonny Brugh","Summary : Viago, Deacon, and Vladislav are vampires who are struggling with the mundane aspects of modern life, like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts."
30,Title : Train to Busan,Year : 2016,Run time : 118,IMDB rating : 7.6,Votes : 244829,Revenue USD : 2.13,Director : Sang-ho Yeon,"Cast : Gong Yoo, Jung Yu-mi, Ma Dong-seok, Su-an Kim","Summary : While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan."
31,Title : The Fly,Year : 1986,Run time : 96,IMDB rating : 7.6,Votes : 196426,Revenue USD : 40.46,Director : David Cronenberg,"Cast : Jeff Goldblum, Geena Davis, John Getz, Joy Boushel",Summary : A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.
32,Title : Zombieland,Year : 2009,Run time : 88,IMDB rating : 7.6,Votes : 606683,Revenue USD : 75.59,Director : Ruben Fleischer,"Cast : Jesse Eisenberg, Emma Stone, Woody Harrelson, Abigail Breslin","Summary : A shy student trying to reach his family in Ohio, a gun-toting bruiser in search of the last Twinkie and a pair of sisters striving to get to an amusement park join forces in a trek across a zombie-filled America."
33,Title : The Birds,Year : 1963,Run time : 119,IMDB rating : 7.6,Votes : 200277,Revenue USD : 11.4,Director : Alfred Hitchcock,"Cast : Rod Taylor, Tippi Hedren, Jessica Tandy, Suzanne Pleshette",Summary : A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.
34,Title : The Skin I Live In,Year : 2011,Run time : 120,IMDB rating : 7.6,Votes : 161887,Revenue USD : 3.19,Director : Pedro Almodóvar,"Cast : Antonio Banderas, Elena Anaya, Jan Cornet, Marisa Paredes","Summary : A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession."
35,Title : The Invisible Man,Year : 1933,Run time : 71,IMDB rating : 7.6,Votes : 38809,Revenue USD : ,Director : James Whale,"Cast : Claude Rains, Gloria Stuart, William Harrigan, Henry Travers","Summary : A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane."
36,Title : Peeping Tom,Year : 1960,Run time : 101,IMDB rating : 7.6,Votes : 37987,Revenue USD : 0.08,Director : Michael Powell,"Cast : Karlheinz Böhm, Anna Massey, Moira Shearer, Maxine Audley","Summary : A young man murders women, using a movie camera to film their dying expressions of terror."
37,Title : Vampire Hunter D: Bloodlust,Year : 2000,Run time : 103,IMDB rating : 7.6,Votes : 34604,Revenue USD : 0.15,Director : Yoshiaki Kawajiri,"Cast : Andrew Philpot, John Rafter Lee, Pamela Adlon, Wendee Lee","Summary : A legendary dhampir competes with a motley family of bounty hunters to return a young woman, who has been seemingly abducted by a vampire, to her family."
38,Title : Repulsion,Year : 1965,Run time : 105,IMDB rating : 7.6,Votes : 56037,Revenue USD : ,Director : Roman Polanski,"Cast : Catherine Deneuve, Ian Hendry, John Fraser, Yvonne Furneaux",Summary : A sex-repulsed woman who disapproves of her sister's boyfriend sinks into depression and has horrific visions of rape and violence.
39,Title : Eyes Without a Face,Year : 1960,Run time : 90,IMDB rating : 7.6,Votes : 34188,Revenue USD : 0.05,Director : Georges Franju,"Cast : Pierre Brasseur, Alida Valli, Juliette Mayniel, Alexandre Rignault",Summary : A surgeon causes an accident which leaves his daughter disfigured and goes to extreme lengths to give her a new face.
40,Title : One Cut of the Dead,Year : 2017,Run time : 96,IMDB rating : 7.6,Votes : 28263,Revenue USD : ,Director : Shin'ichirô Ueda,"Cast : Takayuki Hamatsu, Yuzuki Akiyama, Harumi Shuhama, Kazuaki Nagaya","Summary : Things go badly for a hack director and film crew shooting a low budget zombie movie in an abandoned WWII Japanese facility, when they are attacked by real zombies."
41,Title : The Conjuring,Year : 2013,Run time : 112,IMDB rating : 7.5,Votes : 540845,Revenue USD : 137.4,Director : James Wan,"Cast : Patrick Wilson, Vera Farmiga, Ron Livingston, Lili Taylor",Summary : Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.
42,Title : Interview with the Vampire: The Vampire Chronicles,Year : 1994,Run time : 123,IMDB rating : 7.5,Votes : 339869,Revenue USD : 105.26,Director : Neil Jordan,"Cast : Brad Pitt, Tom Cruise, Antonio Banderas, Kirsten Dunst","Summary : A vampire tells his epic life story: love, betrayal, loneliness, and hunger."
43,Title : An American Werewolf in London,Year : 1981,Run time : 97,IMDB rating : 7.5,Votes : 116701,Revenue USD : 30.57,Director : John Landis,"Cast : David Naughton, Jenny Agutter, Joe Belcher, Griffin Dunne",Summary : Two American college students on a walking tour of Britain are attacked by a werewolf that none of the locals will admit exists.
44,Title : A Quiet Place,Year : 2018,Run time : 90,IMDB rating : 7.5,Votes : 565687,Revenue USD : 188.02,Director : John Krasinski,"Cast : Emily Blunt, John Krasinski, Millicent Simmonds, Noah Jupe",Summary : A family struggles for survival in a world where most humans have been killed by blind but noise-sensitive creatures. They are forced to communicate in sign language to keep the creatures at bay.
45,Title : The Omen,Year : 1976,Run time : 111,IMDB rating : 7.5,Votes : 127496,Revenue USD : 4.27,Director : Richard Donner,"Cast : Gregory Peck, Lee Remick, Harvey Stephens, David Warner",Summary : Mysterious deaths surround an American ambassador. Could the child that he is raising actually be the Antichrist? The Devil's own son?
46,Title : 28 Days Later,Year : 2002,Run time : 113,IMDB rating : 7.5,Votes : 433523,Revenue USD : 45.06,Director : Danny Boyle,"Cast : Cillian Murphy, Naomie Harris, Christopher Eccleston, Alex Palmer","Summary : Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary."
47,Title : The Crow,Year : 1994,Run time : 102,IMDB rating : 7.5,Votes : 194225,Revenue USD : 50.69,Director : Alex Proyas,"Cast : Brandon Lee, Michael Wincott, Rochelle Davis, Ernie Hudson",Summary : A man brutally murdered comes back to life as an undead avenger of his and his fiancée's murder.
48,Title : The Wicker Man,Year : 1973,Run time : 88,IMDB rating : 7.5,Votes : 88678,Revenue USD : 0.06,Director : Robin Hardy,"Cast : Edward Woodward, Christopher Lee, Diane Cilento, Britt Ekland","Summary : A puritan Police Sergeant arrives in a Scottish island village in search of a missing girl, who the Pagan locals claim never existed."
49,Title : Tucker and Dale vs Evil,Year : 2010,Run time : 89,IMDB rating : 7.5,Votes : 189767,Revenue USD : 0.22,Director : Eli Craig,"Cast : Tyler Labine, Alan Tudyk, Katrina Bowden, Jesse Moss",Summary : Affable hillbillies Tucker and Dale are on vacation at their dilapidated mountain cabin when they are mistaken for murderers by a group of preppy college students.
