,movie_name,movie_year,movie_runtime,imdb_ratings,number_votes,us_gross_millions,directors,cast,movie_description
38,Title : Wolfwalkers,Year : 2020,Run time : 103,IMDB rating : 8.0,Votes : 36868,Revenue USD : ,"Director : Tomm Moore, Ross Stewart","Cast : Honor Kneafsey, Eva Whittaker, Sean Bean, Simon McBurney",Summary : A young apprentice hunter and her father journey to Ireland to help wipe out the last wolf pack. But everything changes when she befriends a free-spirited girl from a mysterious tribe rumored to transform into wolves by night.
39,Title : Song of the Sea,Year : 2014,Run time : 93,IMDB rating : 8.0,Votes : 61812,Revenue USD : 0.86,Director : Tomm Moore,"Cast : David Rawle, Brendan Gleeson, Lisa Hannigan, Fionnula Flanagan","Summary : Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world."
40,Title : The Tale of The Princess Kaguya,Year : 2013,Run time : 137,IMDB rating : 8.0,Votes : 51483,Revenue USD : 1.51,Director : Isao Takahata,"Cast : Chloë Grace Moretz, James Caan, Mary Steenburgen, James Marsden","Summary : Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her, but ultimately she must confront her fate, the punishment for her crime."
41,Title : The Nightmare Before Christmas,Year : 1993,Run time : 76,IMDB rating : 7.9,Votes : 361797,Revenue USD : 75.08,Director : Henry Selick,"Cast : Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey","Summary : Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion."
42,Title : E.T. the Extra-Terrestrial,Year : 1982,Run time : 115,IMDB rating : 7.9,Votes : 428253,Revenue USD : 435.11,Director : Steven Spielberg,"Cast : Henry Thomas, Drew Barrymore, Peter Coyote, Dee Wallace",Summary : A troubled child summons the courage to help a friendly alien escape from Earth and return to his home planet.
43,Title : Harry Potter and the Prisoner of Azkaban,Year : 2004,Run time : 142,IMDB rating : 7.9,Votes : 670515,Revenue USD : 249.36,Director : Alfonso Cuarón,"Cast : Daniel Radcliffe, Emma Watson, Rupert Grint, Richard Griffiths","Summary : Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard."
44,Title : Fantastic Mr. Fox,Year : 2009,Run time : 87,IMDB rating : 7.9,Votes : 259122,Revenue USD : 21.0,Director : Wes Anderson,"Cast : George Clooney, Meryl Streep, Bill Murray, Jason Schwartzman",Summary : An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.
45,Title : Shrek,Year : 2001,Run time : 90,IMDB rating : 7.9,Votes : 714075,Revenue USD : 267.67,"Director : Andrew Adamson, Vicky Jenson","Cast : Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow","Summary : A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back."
46,Title : Wonder,Year : 2017,Run time : 113,IMDB rating : 7.9,Votes : 173997,Revenue USD : 132.42,Director : Stephen Chbosky,"Cast : Jacob Tremblay, Owen Wilson, Izabela Vidovic, Julia Roberts","Summary : Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time."
47,Title : The Ten Commandments,Year : 1956,Run time : 220,IMDB rating : 7.9,Votes : 75370,Revenue USD : 93.74,Director : Cecil B. DeMille,"Cast : Charlton Heston, Yul Brynner, Anne Baxter, Edward G. Robinson","Summary : Moses, raised as a prince of Egypt in the Pharaoh's household, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people from slavery."
48,Title : A Christmas Story,Year : 1983,Run time : 93,IMDB rating : 7.9,Votes : 162051,Revenue USD : 20.61,Director : Bob Clark,"Cast : Peter Billingsley, Melinda Dillon, Darren McGavin, Scott Schwartz","Summary : In the 1940s, a young boy named Ralphie Parker attempts to convince his parents, teacher, and Santa Claus that a Red Ryder Range 200 Shot BB gun really is the perfect Christmas gift."
49,Title : Toy Story 2,Year : 1999,Run time : 92,IMDB rating : 7.9,Votes : 606770,Revenue USD : 245.85,"Director : John Lasseter, Ash Brannon, Lee Unkrich","Cast : Tom Hanks, Tim Allen, Joan Cusack, Kelsey Grammer","Summary : When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye."
