,movie_name,movie_year,movie_runtime,imdb_ratings,number_votes,us_gross_millions,directors,cast,movie_description
13,Title : The Lion King,Year : 1994,Run time : 88,IMDB rating : 8.5,Votes : 1111483,Revenue USD : 422.78,"Director : Roger Allers, Rob Minkoff","Cast : Matthew Broderick, Jeremy Irons, James Earl Jones, Whoopi Goldberg","Summary : Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself."
14,Title : Avengers: Endgame,Year : 2019,Run time : 181,IMDB rating : 8.4,Votes : 1221940,Revenue USD : 858.37,"Director : Anthony Russo, Joe Russo","Cast : Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth","Summary : After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe."
15,Title : Inglourious Basterds,Year : 2009,Run time : 153,IMDB rating : 8.4,Votes : 1533680,Revenue USD : 120.54,Director : Quentin Tarantino,"Cast : Brad Pitt, Diane Kruger, Eli Roth, Mélanie Laurent","Summary : In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same."
16,Title : Aliens,Year : 1986,Run time : 137,IMDB rating : 8.4,Votes : 746294,Revenue USD : 85.16,Director : James Cameron,"Cast : Sigourney Weaver, Michael Biehn, Carrie Henn, Paul Reiser","Summary : Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring."
17,Title : Spider-Man: Into the Spider-Verse,Year : 2018,Run time : 117,IMDB rating : 8.4,Votes : 636019,Revenue USD : 190.24,"Director : Bob Persichetti, Peter Ramsey, Rodney Rothman","Cast : Shameik Moore, Jake Johnson, Hailee Steinfeld, Mahershala Ali",Summary : Teen Miles Morales becomes the Spider-Man of his universe and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.
18,Title : Coco,Year : 2017,Run time : 105,IMDB rating : 8.4,Votes : 560420,Revenue USD : 209.73,"Director : Lee Unkrich, Adrian Molina","Cast : Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach","Summary : Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer."
19,Title : Avengers: Infinity War,Year : 2018,Run time : 149,IMDB rating : 8.4,Votes : 1162456,Revenue USD : 678.82,"Director : Anthony Russo, Joe Russo","Cast : Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans",Summary : The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.
20,Title : Raiders of the Lost Ark,Year : 1981,Run time : 115,IMDB rating : 8.4,Votes : 1016777,Revenue USD : 248.16,Director : Steven Spielberg,"Cast : Harrison Ford, Karen Allen, Paul Freeman, John Rhys-Davies","Summary : In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before the Nazis can obtain its awesome powers."
21,Title : WALL·E,Year : 2008,Run time : 98,IMDB rating : 8.4,Votes : 1169574,Revenue USD : 223.81,Director : Andrew Stanton,"Cast : Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard","Summary : In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind."
22,Title : Kaithi,Year : 2019,Run time : 145,IMDB rating : 8.4,Votes : 39240,Revenue USD : ,Director : Lokesh Kanagaraj,"Cast : Karthi, Narain, Arjun Das, George Maryan","Summary : Dilli, an ex-convict, endeavours to meet his daughter for the first time after leaving prison. However, his attempts are interrupted due to a drug raid planned by Inspector Bejoy."
23,Title : 2001: A Space Odyssey,Year : 1968,Run time : 149,IMDB rating : 8.3,Votes : 701764,Revenue USD : 56.95,Director : Stanley Kubrick,"Cast : Keir Dullea, Gary Lockwood, William Sylvester, Daniel Richter","Summary : After uncovering a mysterious artifact buried beneath the Lunar surface, a spacecraft is sent to Jupiter to find its origins: a spacecraft manned by two men and the supercomputer HAL 9000."
24,Title : Toy Story,Year : 1995,Run time : 81,IMDB rating : 8.3,Votes : 1042305,Revenue USD : 191.8,Director : John Lasseter,"Cast : Tom Hanks, Tim Allen, Don Rickles, Jim Varney",Summary : A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.
25,Title : Up,Year : 2009,Run time : 96,IMDB rating : 8.3,Votes : 1095608,Revenue USD : 293.0,"Director : Pete Docter, Bob Peterson","Cast : Edward Asner, Jordan Nagai, John Ratzenberger, Christopher Plummer","Summary : 78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway."
26,Title : Star Wars: Episode VI - Return of the Jedi,Year : 1983,Run time : 131,IMDB rating : 8.3,Votes : 1097690,Revenue USD : 309.13,Director : Richard Marquand,"Cast : Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams","Summary : After rescuing Han Solo from Jabba the Hutt, the Rebels attempt to destroy the second Death Star, while Luke struggles to help Darth Vader back from the dark side."
27,Title : Lawrence of Arabia,Year : 1962,Run time : 218,IMDB rating : 8.3,Votes : 306967,Revenue USD : 44.82,Director : David Lean,"Cast : Peter O'Toole, Alec Guinness, Anthony Quinn, Jack Hawkins","Summary : The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks."
28,Title : North by Northwest,Year : 1959,Run time : 136,IMDB rating : 8.3,Votes : 339847,Revenue USD : 13.28,Director : Alfred Hitchcock,"Cast : Cary Grant, Eva Marie Saint, James Mason, Jessie Royce Landis","Summary : A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt."
29,Title : Princess Mononoke,Year : 1997,Run time : 134,IMDB rating : 8.3,Votes : 418200,Revenue USD : 2.38,Director : Hayao Miyazaki,"Cast : Yôji Matsuda, Yuriko Ishida, Yûko Tanaka, Billy Crudup","Summary : On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime."
30,Title : Toy Story 3,Year : 2010,Run time : 103,IMDB rating : 8.3,Votes : 873232,Revenue USD : 415.0,Director : Lee Unkrich,"Cast : Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty","Summary : The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home."
31,Title : Spider-Man: No Way Home,Year : 2021,Run time : 148,IMDB rating : 8.2,Votes : 838870,Revenue USD : 804.75,Director : Jon Watts,"Cast : Tom Holland, Zendaya, Benedict Cumberbatch, Jacob Batalon","Summary : With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man."
32,Title : Jurassic Park,Year : 1993,Run time : 127,IMDB rating : 8.2,Votes : 1039477,Revenue USD : 402.45,Director : Steven Spielberg,"Cast : Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough",Summary : A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.
33,Title : Howl's Moving Castle,Year : 2004,Run time : 119,IMDB rating : 8.2,Votes : 427650,Revenue USD : 4.71,Director : Hayao Miyazaki,"Cast : Chieko Baishô, Takuya Kimura, Tatsuya Gashûin, Akihiro Miwa","Summary : When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle."
34,Title : Finding Nemo,Year : 2003,Run time : 100,IMDB rating : 8.2,Votes : 1087998,Revenue USD : 380.84,"Director : Andrew Stanton, Lee Unkrich","Cast : Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe","Summary : After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home."
35,Title : Indiana Jones and the Last Crusade,Year : 1989,Run time : 127,IMDB rating : 8.2,Votes : 794632,Revenue USD : 197.17,Director : Steven Spielberg,"Cast : Harrison Ford, Sean Connery, Alison Doody, Denholm Elliott","Summary : In 1938, after his father goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against the Nazis again to stop them from obtaining its powers."
36,Title : Monty Python and the Holy Grail,Year : 1975,Run time : 91,IMDB rating : 8.2,Votes : 560338,Revenue USD : 1.23,"Director : Terry Gilliam, Terry Jones","Cast : Graham Chapman, John Cleese, Eric Idle, Terry Gilliam","Summary : King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles."
37,Title : The Great Escape,Year : 1963,Run time : 172,IMDB rating : 8.2,Votes : 253969,Revenue USD : 12.1,Director : John Sturges,"Cast : Steve McQueen, James Garner, Richard Attenborough, Charles Bronson",Summary : Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.
38,Title : Klaus,Year : 2019,Run time : 96,IMDB rating : 8.2,Votes : 173035,Revenue USD : ,"Director : Sergio Pablos, Carlos Martínez López","Cast : Jason Schwartzman, J.K. Simmons, Rashida Jones, Will Sasso","Summary : A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions."
39,Title : Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,Year : 2020,Run time : 117,IMDB rating : 8.2,Votes : 68633,Revenue USD : 47.7,Director : Haruo Sotozaki,"Cast : Natsuki Hanae, Akari Kitô, Yoshitsugu Matsuoka, Hiro Shimono","Summary : After his family was brutally murdered and his sister turned into a demon, Tanjiro Kamado's journey as a demon slayer began. Tanjiro and his comrades embark on a new mission aboard the Mugen Train, on track to despair."
40,Title : The Treasure of the Sierra Madre,Year : 1948,Run time : 126,IMDB rating : 8.2,Votes : 130165,Revenue USD : 5.01,Director : John Huston,"Cast : Humphrey Bogart, Walter Huston, Tim Holt, Bruce Bennett",Summary : Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.
41,Title : The Wages of Fear,Year : 1953,Run time : 131,IMDB rating : 8.2,Votes : 64769,Revenue USD : ,Director : Henri-Georges Clouzot,"Cast : Yves Montand, Charles Vanel, Peter van Eyck, Folco Lulli","Summary : In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe."
42,Title : Kantara,Year : 2022,Run time : 148,IMDB rating : 8.2,Votes : 98786,Revenue USD : ,Director : Rishab Shetty,"Cast : Rishab Shetty, Kishore Kumar G., Achyuth Kumar, Sapthami Gowda","Summary : When greed paves the way for betrayal, scheming and murder, a young tribal reluctantly dons the traditions of his ancestors to seek justice."
43,Title : Dersu Uzala,Year : 1975,Run time : 142,IMDB rating : 8.2,Votes : 32618,Revenue USD : ,Director : Akira Kurosawa,"Cast : Maksim Munzuk, Yuriy Solomin, Mikhail Bychkov, Vladimir Khrulyov",Summary : The Russian army sends an explorer on an expedition to the snowy Siberian wilderness where he makes friends with a seasoned local hunter.
44,Title : Mad Max: Fury Road,Year : 2015,Run time : 120,IMDB rating : 8.1,Votes : 1053509,Revenue USD : 154.06,Director : George Miller,"Cast : Tom Hardy, Charlize Theron, Nicholas Hoult, Zoë Kravitz","Summary : In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper and a drifter named Max."
45,Title : Jaws,Year : 1975,Run time : 124,IMDB rating : 8.1,Votes : 643454,Revenue USD : 260.0,Director : Steven Spielberg,"Cast : Roy Scheider, Robert Shaw, Richard Dreyfuss, Lorraine Gary","Summary : When a killer shark unleashes chaos on a beach community off Cape Cod, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down."
46,Title : Pirates of the Caribbean: The Curse of the Black Pearl,Year : 2003,Run time : 143,IMDB rating : 8.1,Votes : 1179714,Revenue USD : 305.41,Director : Gore Verbinski,"Cast : Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley","Summary : Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead."
47,Title : Stand by Me,Year : 1986,Run time : 89,IMDB rating : 8.1,Votes : 429225,Revenue USD : 52.29,Director : Rob Reiner,"Cast : Wil Wheaton, River Phoenix, Corey Feldman, Jerry O'Connell","Summary : After the death of one of his friends, a writer recounts a childhood journey with his friends to find the body of a missing boy."
48,Title : Harry Potter and the Deathly Hallows: Part 2,Year : 2011,Run time : 130,IMDB rating : 8.1,Votes : 921942,Revenue USD : 381.01,Director : David Yates,"Cast : Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon","Summary : Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts."
49,Title : The Grand Budapest Hotel,Year : 2014,Run time : 99,IMDB rating : 8.1,Votes : 862807,Revenue USD : 59.1,Director : Wes Anderson,"Cast : Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody","Summary : A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge."
