,movie_name,movie_year,movie_runtime,imdb_ratings,number_votes,us_gross_millions,directors,cast,movie_description
37,Title : Song of the Sea,Year : 2014,Run time : 93,IMDB rating : 8.0,Votes : 61812,Revenue USD : 0.86,Director : Tomm Moore,"Cast : David Rawle, Brendan Gleeson, Lisa Hannigan, Fionnula Flanagan","Summary : Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world."
38,Title : The Tale of The Princess Kaguya,Year : 2013,Run time : 137,IMDB rating : 8.0,Votes : 51483,Revenue USD : 1.51,Director : Isao Takahata,"Cast : Chloë Grace Moretz, James Caan, Mary Steenburgen, James Marsden","Summary : Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her, but ultimately she must confront her fate, the punishment for her crime."
39,Title : The Nightmare Before Christmas,Year : 1993,Run time : 76,IMDB rating : 7.9,Votes : 361797,Revenue USD : 75.08,Director : Henry Selick,"Cast : Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey","Summary : Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion."
40,Title : Fantastic Mr. Fox,Year : 2009,Run time : 87,IMDB rating : 7.9,Votes : 259122,Revenue USD : 21.0,Director : Wes Anderson,"Cast : George Clooney, Meryl Streep, Bill Murray, Jason Schwartzman",Summary : An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.
41,Title : Shrek,Year : 2001,Run time : 90,IMDB rating : 7.9,Votes : 714075,Revenue USD : 267.67,"Director : Andrew Adamson, Vicky Jenson","Cast : Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow","Summary : A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back."
42,Title : Toy Story 2,Year : 1999,Run time : 92,IMDB rating : 7.9,Votes : 606770,Revenue USD : 245.85,"Director : John Lasseter, Ash Brannon, Lee Unkrich","Cast : Tom Hanks, Tim Allen, Joan Cusack, Kelsey Grammer","Summary : When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye."
43,Title : Ghost in the Shell,Year : 1995,Run time : 83,IMDB rating : 7.9,Votes : 152123,Revenue USD : 0.52,Director : Mamoru Oshii,"Cast : Atsuko Tanaka, Iemasa Kayumi, Akio Ôtsuka, Kôichi Yamadera",Summary : A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.
44,Title : Puss in Boots: The Last Wish,Year : 2022,Run time : 102,IMDB rating : 7.8,Votes : 158367,Revenue USD : 168.46,"Director : Joel Crawford, Januel Mercado","Cast : Antonio Banderas, Salma Hayek, Harvey Guillén, Florence Pugh","Summary : When Puss in Boots discovers that his passion for adventure has taken its toll and he has burned through eight of his nine lives, he launches an epic journey to restore them by finding the mythical Last Wish."
45,Title : Big Hero 6,Year : 2014,Run time : 102,IMDB rating : 7.8,Votes : 488073,Revenue USD : 222.53,"Director : Don Hall, Chris Williams","Cast : Ryan Potter, Scott Adsit, Jamie Chung, T.J. Miller","Summary : A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes."
46,Title : Kiki's Delivery Service,Year : 1989,Run time : 103,IMDB rating : 7.8,Votes : 157276,Revenue USD : ,Director : Hayao Miyazaki,"Cast : Kirsten Dunst, Minami Takayama, Rei Sakuma, Kappei Yamaguchi","Summary : A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service."
47,Title : Jujutsu Kaisen 0,Year : 2021,Run time : 112,IMDB rating : 7.8,Votes : 29886,Revenue USD : 34.54,Director : Seong-Hu Park,"Cast : Chinatsu Akasaki, Aya Endô, Kana Hanazawa, Show Hayami","Summary : Yuta Okkotsu, a high schooler who gains control of an extremely powerful Cursed Spirit and gets enrolled in the Tokyo Prefectural Jujutsu High School by Jujutsu Sorcerers to help him control his power and keep an eye on him."
48,Title : Isle of Dogs,Year : 2018,Run time : 101,IMDB rating : 7.8,Votes : 184895,Revenue USD : 32.02,Director : Wes Anderson,"Cast : Bryan Cranston, Koyu Rankin, Edward Norton, Bob Balaban","Summary : Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog."
49,Title : Loving Vincent,Year : 2017,Run time : 94,IMDB rating : 7.8,Votes : 61820,Revenue USD : 6.74,"Director : DK Welchman, Hugh Welchman","Cast : Douglas Booth, Jerome Flynn, Robert Gulaczyk, Helen McCrory","Summary : In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there."
