,movie_name,movie_year,movie_runtime,imdb_ratings,number_votes,us_gross_millions,directors,cast,movie_description
10,Title : Dances with Wolves,Year : 1990,Run time : 181,IMDB rating : 8.0,Votes : 282880,Revenue USD : 184.21,Director : Kevin Costner,"Cast : Kevin Costner, Mary McDonnell, Graham Greene, Rodney A. Grant","Summary : Lieutenant John Dunbar, assigned to a remote western Civil War outpost, finds himself engaging with a neighbouring Sioux settlement, causing him to question his own purpose."
11,Title : The Revenant,Year : 2015,Run time : 156,IMDB rating : 8.0,Votes : 848121,Revenue USD : 183.64,Director : Alejandro G. Iñárritu,"Cast : Leonardo DiCaprio, Tom Hardy, Will Poulter, Domhnall Gleeson",Summary : A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.
12,Title : Butch Cassidy and the Sundance Kid,Year : 1969,Run time : 110,IMDB rating : 8.0,Votes : 223494,Revenue USD : 102.31,Director : George Roy Hill,"Cast : Paul Newman, Robert Redford, Katharine Ross, Strother Martin","Summary : In 1890s Wyoming, Butch Cassidy and The Sundance Kid lead a band of outlaws. When a train robbery goes wrong, they find themselves on the run with a posse hard on their heels. After considering their options, they escape to South America."
13,Title : Rio Bravo,Year : 1959,Run time : 141,IMDB rating : 8.0,Votes : 66575,Revenue USD : 12.54,Director : Howard Hawks,"Cast : John Wayne, Dean Martin, Ricky Nelson, Angie Dickinson","Summary : A small-town sheriff in the American West enlists the help of a disabled man, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy."
14,Title : High Noon,Year : 1952,Run time : 85,IMDB rating : 8.0,Votes : 108429,Revenue USD : 9.45,Director : Fred Zinnemann,"Cast : Gary Cooper, Grace Kelly, Thomas Mitchell, Lloyd Bridges","Summary : A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at ""high noon"" when the gang leader, an outlaw he ""sent up"" years ago, arrives on the noon train."
15,Title : A Fistful of Dollars,Year : 1964,Run time : 99,IMDB rating : 7.9,Votes : 227389,Revenue USD : 14.5,Director : Sergio Leone,"Cast : Clint Eastwood, Gian Maria Volontè, Marianne Koch, Wolfgang Lukschy","Summary : A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge."
16,Title : The Wild Bunch,Year : 1969,Run time : 135,IMDB rating : 7.9,Votes : 88836,Revenue USD : 12.06,Director : Sam Peckinpah,"Cast : William Holden, Ernest Borgnine, Robert Ryan, Edmond O'Brien","Summary : An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them."
17,Title : The Hateful Eight,Year : 2015,Run time : 168,IMDB rating : 7.8,Votes : 639943,Revenue USD : 54.12,Director : Quentin Tarantino,"Cast : Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins","Summary : In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters."
18,Title : Tombstone,Year : 1993,Run time : 130,IMDB rating : 7.8,Votes : 160507,Revenue USD : 56.51,"Director : George P. Cosmatos, Kevin Jarre","Cast : Kurt Russell, Val Kilmer, Sam Elliott, Bill Paxton","Summary : A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating."
19,Title : The Outlaw Josey Wales,Year : 1976,Run time : 135,IMDB rating : 7.8,Votes : 78072,Revenue USD : 31.8,Director : Clint Eastwood,"Cast : Clint Eastwood, Sondra Locke, Chief Dan George, Bill McKinney",Summary : Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.
20,Title : Red River,Year : 1948,Run time : 133,IMDB rating : 7.8,Votes : 33377,Revenue USD : ,"Director : Howard Hawks, Arthur Rosson","Cast : John Wayne, Montgomery Clift, Joanne Dru, Walter Brennan","Summary : Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son."
21,Title : The Searchers,Year : 1956,Run time : 119,IMDB rating : 7.8,Votes : 94285,Revenue USD : ,Director : John Ford,"Cast : John Wayne, Jeffrey Hunter, Vera Miles, Ward Bond",Summary : An American Civil War veteran embarks on a years-long journey to rescue his niece from the Comanches after the rest of his brother's family is massacred in a raid on their Texas farm.
22,Title : Stagecoach,Year : 1939,Run time : 96,IMDB rating : 7.8,Votes : 52416,Revenue USD : ,Director : John Ford,"Cast : John Wayne, Claire Trevor, Andy Devine, John Carradine",Summary : A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.
23,Title : Wind River,Year : 2017,Run time : 107,IMDB rating : 7.7,Votes : 270367,Revenue USD : 33.8,Director : Taylor Sheridan,"Cast : Elizabeth Olsen, Jeremy Renner, Graham Greene, Kelsey Asbille","Summary : A wildlife officer, who is haunted by a tragedy that happened because of him, teams up with an FBI agent in solving a murder of a young woman on a Wyoming Native American reservation and hopes to get redemption from his past regrets."
24,Title : Blazing Saddles,Year : 1974,Run time : 93,IMDB rating : 7.7,Votes : 147820,Revenue USD : 119.5,Director : Mel Brooks,"Cast : Cleavon Little, Gene Wilder, Slim Pickens, Harvey Korman","Summary : In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary."
25,Title : The Magnificent Seven,Year : 1960,Run time : 128,IMDB rating : 7.7,Votes : 100200,Revenue USD : 4.91,Director : John Sturges,"Cast : Yul Brynner, Steve McQueen, Charles Bronson, Eli Wallach",Summary : Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.
26,Title : 3:10 to Yuma,Year : 2007,Run time : 122,IMDB rating : 7.7,Votes : 325661,Revenue USD : 53.61,Director : James Mangold,"Cast : Russell Crowe, Christian Bale, Ben Foster, Logan Lerman",Summary : A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.
27,Title : My Darling Clementine,Year : 1946,Run time : 97,IMDB rating : 7.7,Votes : 25101,Revenue USD : ,Director : John Ford,"Cast : Henry Fonda, Linda Darnell, Victor Mature, Cathy Downs","Summary : After their cattle are stolen and their brother murdered, the Earp brothers have a score to settle with the Clanton family."
28,Title : Hell or High Water,Year : 2016,Run time : 102,IMDB rating : 7.6,Votes : 244828,Revenue USD : 27.01,Director : David Mackenzie,"Cast : Chris Pine, Ben Foster, Jeff Bridges, Gil Birmingham","Summary : Toby is a divorced father who's trying to make a better life. His brother is an ex-con with a short temper and a loose trigger finger. Together, they plan a series of heists against the bank that's about to foreclose on their family ranch."
29,Title : True Grit,Year : 2010,Run time : 110,IMDB rating : 7.6,Votes : 351943,Revenue USD : 171.24,"Director : Ethan Coen, Joel Coen","Cast : Jeff Bridges, Matt Damon, Hailee Steinfeld, Josh Brolin",Summary : A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.
30,Title : Giant,Year : 1956,Run time : 201,IMDB rating : 7.6,Votes : 41401,Revenue USD : ,Director : George Stevens,"Cast : Elizabeth Taylor, Rock Hudson, James Dean, Carroll Baker",Summary : Sprawling epic covering the life of a Texas cattle rancher and his family and associates.
31,Title : Jeremiah Johnson,Year : 1972,Run time : 108,IMDB rating : 7.6,Votes : 34125,Revenue USD : 47.74,Director : Sydney Pollack,"Cast : Robert Redford, Will Geer, Delle Bolton, Josh Albee",Summary : A mountain man who wishes to live the life of a hermit becomes the unwilling object of a long vendetta by the Crow tribe and proves to be a match for their warriors in single combat on the early frontier.
32,Title : Shane,Year : 1953,Run time : 118,IMDB rating : 7.6,Votes : 43213,Revenue USD : 20.0,Director : George Stevens,"Cast : Alan Ladd, Jean Arthur, Van Heflin, Brandon De Wilde","Summary : A weary gunfighter in 1880s Wyoming begins to envision a quieter life after befriending a homestead family with a young son who idolizes him, but a smoldering range war forces him to act."
33,Title : The Shootist,Year : 1976,Run time : 100,IMDB rating : 7.6,Votes : 26200,Revenue USD : ,Director : Don Siegel,"Cast : John Wayne, Lauren Bacall, Ron Howard, James Stewart",Summary : A dying gunfighter spends his last days looking for a way to die with a minimum of pain and a maximum of dignity.
34,"Title : Duck, You Sucker!",Year : 1971,Run time : 138,IMDB rating : 7.6,Votes : 36640,Revenue USD : 0.7,Director : Sergio Leone,"Cast : Rod Steiger, James Coburn, Romolo Valli, Maria Monti",Summary : A low-life bandit and an I.R.A. explosives expert rebel against the government and become heroes of the Mexican Revolution.
35,Title : McCabe & Mrs. Miller,Year : 1971,Run time : 120,IMDB rating : 7.6,Votes : 26943,Revenue USD : 8.2,Director : Robert Altman,"Cast : Warren Beatty, Julie Christie, Rene Auberjonois, William Devane","Summary : A gambler and a prostitute become business partners in a remote Old West mining town, and their enterprise thrives until a large corporation arrives on the scene."
36,Title : Legends of the Fall,Year : 1994,Run time : 133,IMDB rating : 7.5,Votes : 177657,Revenue USD : 66.64,Director : Edward Zwick,"Cast : Brad Pitt, Anthony Hopkins, Aidan Quinn, Julia Ormond","Summary : In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war."
37,Title : The Assassination of Jesse James by the Coward Robert Ford,Year : 2007,Run time : 160,IMDB rating : 7.5,Votes : 189821,Revenue USD : 3.9,Director : Andrew Dominik,"Cast : Brad Pitt, Casey Affleck, Sam Shepard, Mary-Louise Parker","Summary : Robert Ford, who has idolized Jesse James since childhood, tries hard to join the resurgent gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader."
38,Title : Of Mice and Men,Year : 1992,Run time : 115,IMDB rating : 7.5,Votes : 45981,Revenue USD : 5.1,Director : Gary Sinise,"Cast : John Malkovich, Gary Sinise, Ray Walston, Casey Siemaszko","Summary : A nomadic farm worker looks after his dimwitted, gentle-giant friend during the Great Depression."
39,Title : El Dorado,Year : 1966,Run time : 126,IMDB rating : 7.5,Votes : 29463,Revenue USD : ,Director : Howard Hawks,"Cast : John Wayne, Robert Mitchum, James Caan, Charlene Holt","Summary : Cole Thornton, a gunfighter for hire, joins forces with an old friend, Sheriff J.P. Hara. Together with an old Indian fighter and a gambler, they help a rancher and his family fight a rival rancher that is trying to steal their water."
40,Title : Dead Man,Year : 1995,Run time : 121,IMDB rating : 7.5,Votes : 101452,Revenue USD : 1.04,Director : Jim Jarmusch,"Cast : Johnny Depp, Gary Farmer, Crispin Glover, Lance Henriksen","Summary : On the run after murdering a man, accountant William Blake encounters a strange aboriginal American man named Nobody who prepares him for his journey into the spiritual world."
41,Title : Little Big Man,Year : 1970,Run time : 139,IMDB rating : 7.5,Votes : 37169,Revenue USD : 31.56,Director : Arthur Penn,"Cast : Dustin Hoffman, Faye Dunaway, Chief Dan George, Martin Balsam","Summary : Jack Crabb, looking back from extreme old age, tells of his life being raised by Native Americans and fighting with General Custer."
42,Title : Back to the Future Part III,Year : 1990,Run time : 118,IMDB rating : 7.4,Votes : 470092,Revenue USD : 87.73,Director : Robert Zemeckis,"Cast : Michael J. Fox, Christopher Lloyd, Mary Steenburgen, Tom Wilson","Summary : Stranded in 1955, Marty McFly learns about the death of Doc Brown in 1885 and must travel back in time to save him. With no fuel readily available for the DeLorean, the two must figure how to escape the Old West before Emmett is murdered."
43,Title : Lone Star,Year : 1996,Run time : 135,IMDB rating : 7.4,Votes : 31186,Revenue USD : 13.27,Director : John Sayles,"Cast : Chris Cooper, Elizabeth Peña, Stephen Mendillo, Stephen J. Lang","Summary : When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town."
44,Title : Open Range,Year : 2003,Run time : 139,IMDB rating : 7.4,Votes : 76714,Revenue USD : 58.33,Director : Kevin Costner,"Cast : Kevin Costner, Robert Duvall, Diego Luna, Abraham Benrubi",Summary : A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman.
45,Title : True Grit,Year : 1969,Run time : 128,IMDB rating : 7.4,Votes : 50262,Revenue USD : 31.13,Director : Henry Hathaway,"Cast : John Wayne, Kim Darby, Glen Campbell, Jeremy Slate","Summary : A drunken, hard-nosed U.S. Marshal and a Texas Ranger help a stubborn teenager track down her father's murderer in Indian Territory."
46,Title : High Plains Drifter,Year : 1973,Run time : 105,IMDB rating : 7.4,Votes : 62137,Revenue USD : 15.7,Director : Clint Eastwood,"Cast : Clint Eastwood, Verna Bloom, Marianna Hill, Mitchell Ryan",Summary : A gun-fighting stranger comes to the small settlement of Lago and is hired to bring the townsfolk together in an attempt to hold off three outlaws who are on their way.
47,Title : Yahsi Bati - The Ottoman Cowboys,Year : 2009,Run time : 112,IMDB rating : 7.4,Votes : 37487,Revenue USD : ,Director : Ömer Faruk Sorak,"Cast : Cem Yilmaz, Ozan Güven, Demet Evgar, Zafer Algöz","Summary : In 1881, two Ottoman Secret Agents travel to the USA, at the Sultan's request, to deliver a valuable diamond as a gift for the President."
48,Title : The Ballad of Buster Scruggs,Year : 2018,Run time : 133,IMDB rating : 7.3,Votes : 161819,Revenue USD : ,"Director : Ethan Coen, Joel Coen","Cast : Tim Blake Nelson, Willie Watson, Clancy Brown, Danny McCarthy","Summary : Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters."
49,Title : Old Henry,Year : 2021,Run time : 99,IMDB rating : 7.3,Votes : 33393,Revenue USD : ,Director : Potsy Ponciroli,"Cast : Tim Blake Nelson, Scott Haze, Gavin Lewis, Trace Adkins","Summary : An action western about a farmer who takes in an injured man with a satchel of cash. When a posse comes for the money, he must decide who to trust. Defending a siege, he reveals a gunslinging talent calling his true identity into question."
