,movie_name,movie_year,movie_runtime,imdb_ratings,number_votes,us_gross_millions,directors,cast,movie_description
10,Title : The Great Dictator,Year : 1940,Run time : 125,IMDB rating : 8.4,Votes : 232963,Revenue USD : 0.29,Director : Charles Chaplin,"Cast : Charles Chaplin, Paulette Goddard, Jack Oakie, Reginald Gardiner",Summary : Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.
11,Title : Toy Story,Year : 1995,Run time : 81,IMDB rating : 8.3,Votes : 1042305,Revenue USD : 191.8,Director : John Lasseter,"Cast : Tom Hanks, Tim Allen, Don Rickles, Jim Varney",Summary : A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.
12,Title : Up,Year : 2009,Run time : 96,IMDB rating : 8.3,Votes : 1095608,Revenue USD : 293.0,"Director : Pete Docter, Bob Peterson","Cast : Edward Asner, Jordan Nagai, John Ratzenberger, Christopher Plummer","Summary : 78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway."
13,Title : Amélie,Year : 2001,Run time : 122,IMDB rating : 8.3,Votes : 780785,Revenue USD : 33.23,Director : Jean-Pierre Jeunet,"Cast : Audrey Tautou, Mathieu Kassovitz, Rufus, Lorella Cravotta","Summary : Despite being caught in her imaginative world, Amelie, a young waitress, decides to help people find happiness. Her quest to spread joy leads her on a journey where she finds true love."
14,Title : Toy Story 3,Year : 2010,Run time : 103,IMDB rating : 8.3,Votes : 873232,Revenue USD : 415.0,Director : Lee Unkrich,"Cast : Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty","Summary : The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home."
15,Title : The Sting,Year : 1973,Run time : 129,IMDB rating : 8.3,Votes : 273806,Revenue USD : 159.6,Director : George Roy Hill,"Cast : Paul Newman, Robert Redford, Robert Shaw, Charles Durning",Summary : Two grifters team up to pull off the ultimate con.
16,Title : Singin' in the Rain,Year : 1952,Run time : 103,IMDB rating : 8.3,Votes : 254368,Revenue USD : 8.82,"Director : Stanley Donen, Gene Kelly","Cast : Gene Kelly, Donald O'Connor, Debbie Reynolds, Jean Hagen",Summary : A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.
17,Title : The Apartment,Year : 1960,Run time : 125,IMDB rating : 8.3,Votes : 191154,Revenue USD : 18.6,Director : Billy Wilder,"Cast : Jack Lemmon, Shirley MacLaine, Fred MacMurray, Ray Walston","Summary : A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue."
18,Title : Dil Bechara,Year : 2020,Run time : 101,IMDB rating : 8.3,Votes : 133771,Revenue USD : ,Director : Mukesh Chhabra,"Cast : Sushant Singh Rajput, Sanjana Sanghi, Sahil Vaid, Saswata Chatterjee","Summary : The emotional journey of two hopelessly-in-love youngsters; a young girl, Kizie, who is suffering from cancer; and Manny, a boy Kizie meets at a support group."
19,Title : Chhichhore,Year : 2019,Run time : 143,IMDB rating : 8.3,Votes : 60386,Revenue USD : 2.0,Director : Nitesh Tiwari,"Cast : Sushant Singh Rajput, Shraddha Kapoor, Varun Sharma, Prateik Patil Babbar","Summary : A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers."
20,Title : The Wolf of Wall Street,Year : 2013,Run time : 180,IMDB rating : 8.2,Votes : 1520773,Revenue USD : 116.9,Director : Martin Scorsese,"Cast : Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey","Summary : Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government."
21,Title : Snatch,Year : 2000,Run time : 102,IMDB rating : 8.2,Votes : 889785,Revenue USD : 30.33,Director : Guy Ritchie,"Cast : Jason Statham, Brad Pitt, Stephen Graham, Vinnie Jones","Summary : Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond."
22,Title : The Truman Show,Year : 1998,Run time : 103,IMDB rating : 8.2,Votes : 1153439,Revenue USD : 125.62,Director : Peter Weir,"Cast : Jim Carrey, Ed Harris, Laura Linney, Noah Emmerich",Summary : An insurance salesman discovers his whole life is actually a reality TV show.
23,Title : Green Book,Year : 2018,Run time : 130,IMDB rating : 8.2,Votes : 539621,Revenue USD : 85.08,Director : Peter Farrelly,"Cast : Viggo Mortensen, Mahershala Ali, Linda Cardellini, Sebastian Maniscalco",Summary : A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.
24,Title : Finding Nemo,Year : 2003,Run time : 100,IMDB rating : 8.2,Votes : 1087998,Revenue USD : 380.84,"Director : Andrew Stanton, Lee Unkrich","Cast : Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe","Summary : After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home."
25,Title : Monty Python and the Holy Grail,Year : 1975,Run time : 91,IMDB rating : 8.2,Votes : 560338,Revenue USD : 1.23,"Director : Terry Gilliam, Terry Jones","Cast : Graham Chapman, John Cleese, Eric Idle, Terry Gilliam","Summary : King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles."
26,Title : Some Like It Hot,Year : 1959,Run time : 121,IMDB rating : 8.2,Votes : 277968,Revenue USD : 25.0,Director : Billy Wilder,"Cast : Marilyn Monroe, Tony Curtis, Jack Lemmon, George Raft","Summary : After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in."
27,Title : Klaus,Year : 2019,Run time : 96,IMDB rating : 8.2,Votes : 173035,Revenue USD : ,"Director : Sergio Pablos, Carlos Martínez López","Cast : Jason Schwartzman, J.K. Simmons, Rashida Jones, Will Sasso","Summary : A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions."
28,Title : Gangs of Wasseypur,Year : 2012,Run time : 321,IMDB rating : 8.2,Votes : 101235,Revenue USD : ,Director : Anurag Kashyap,"Cast : Manoj Bajpayee, Nawazuddin Siddiqui, Tigmanshu Dhulia, Richa Chadha","Summary : A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations."
29,Title : The Kid,Year : 1921,Run time : 68,IMDB rating : 8.2,Votes : 132049,Revenue USD : 5.45,Director : Charles Chaplin,"Cast : Charles Chaplin, Edna Purviance, Jackie Coogan, Carl Miller","Summary : The Tramp cares for an abandoned child, but events put their relationship in jeopardy."
30,Title : To Be or Not to Be,Year : 1942,Run time : 99,IMDB rating : 8.2,Votes : 41220,Revenue USD : ,Director : Ernst Lubitsch,"Cast : Carole Lombard, Jack Benny, Robert Stack, Felix Bressart","Summary : During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy."
31,Title : Sherlock Jr.,Year : 1924,Run time : 45,IMDB rating : 8.2,Votes : 54589,Revenue USD : 0.98,Director : Buster Keaton,"Cast : Buster Keaton, Kathryn McGuire, Joe Keaton, Erwin Connelly","Summary : A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch."
32,Title : Zindagi Na Milegi Dobara,Year : 2011,Run time : 155,IMDB rating : 8.2,Votes : 83527,Revenue USD : 3.11,Director : Zoya Akhtar,"Cast : Hrithik Roshan, Farhan Akhtar, Abhay Deol, Katrina Kaif",Summary : Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.
33,Title : The Big Lebowski,Year : 1998,Run time : 117,IMDB rating : 8.1,Votes : 841571,Revenue USD : 17.5,"Director : Joel Coen, Ethan Coen","Cast : Jeff Bridges, John Goodman, Julianne Moore, Steve Buscemi","Summary : Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it."
34,Title : Stand by Me,Year : 1986,Run time : 89,IMDB rating : 8.1,Votes : 429225,Revenue USD : 52.29,Director : Rob Reiner,"Cast : Wil Wheaton, River Phoenix, Corey Feldman, Jerry O'Connell","Summary : After the death of one of his friends, a writer recounts a childhood journey with his friends to find the body of a missing boy."
35,Title : The Grand Budapest Hotel,Year : 2014,Run time : 99,IMDB rating : 8.1,Votes : 862807,Revenue USD : 59.1,Director : Wes Anderson,"Cast : Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody","Summary : A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge."
36,Title : Ratatouille,Year : 2007,Run time : 111,IMDB rating : 8.1,Votes : 793472,Revenue USD : 206.45,"Director : Brad Bird, Jan Pinkava","Cast : Brad Garrett, Lou Romano, Patton Oswalt, Ian Holm",Summary : A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.
37,Title : Dead Poets Society,Year : 1989,Run time : 128,IMDB rating : 8.1,Votes : 525552,Revenue USD : 95.86,Director : Peter Weir,"Cast : Robin Williams, Robert Sean Leonard, Ethan Hawke, Josh Charles","Summary : Maverick teacher John Keating returns in 1959 to the prestigious New England boys' boarding school where he was once a star student, using poetry to embolden his pupils to new heights of self-expression."
38,Title : Inside Out,Year : 2015,Run time : 95,IMDB rating : 8.1,Votes : 758315,Revenue USD : 356.46,"Director : Pete Docter, Ronnie Del Carmen","Cast : Amy Poehler, Bill Hader, Lewis Black, Mindy Kaling","Summary : After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust, and Sadness - conflict on how best to navigate a new city, house, and school."
39,"Title : Monsters, Inc.",Year : 2001,Run time : 92,IMDB rating : 8.1,Votes : 953966,Revenue USD : 289.92,"Director : Pete Docter, David Silverman, Lee Unkrich","Cast : Billy Crystal, John Goodman, Mary Gibbs, Steve Buscemi","Summary : In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think."
40,"Title : Three Billboards Outside Ebbing, Missouri",Year : 2017,Run time : 115,IMDB rating : 8.1,Votes : 538893,Revenue USD : 54.51,Director : Martin McDonagh,"Cast : Frances McDormand, Woody Harrelson, Sam Rockwell, Caleb Landry Jones",Summary : A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.
41,"Title : Lock, Stock and Two Smoking Barrels",Year : 1998,Run time : 107,IMDB rating : 8.1,Votes : 604747,Revenue USD : 3.9,Director : Guy Ritchie,"Cast : Jason Flemyng, Dexter Fletcher, Nick Moran, Jason Statham","Summary : Eddy persuades his three pals to pool money for a vital poker game against a powerful local mobster, Hatchet Harry. Eddy loses, after which Harry gives him a week to pay back 500,000 pounds."
42,Title : How to Train Your Dragon,Year : 2010,Run time : 98,IMDB rating : 8.1,Votes : 779160,Revenue USD : 217.58,"Director : Dean DeBlois, Chris Sanders","Cast : Jay Baruchel, Gerard Butler, Christopher Mintz-Plasse, Craig Ferguson","Summary : A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed."
43,Title : My Neighbor Totoro,Year : 1988,Run time : 86,IMDB rating : 8.1,Votes : 364173,Revenue USD : 1.11,Director : Hayao Miyazaki,"Cast : Hitoshi Takagi, Noriko Hidaka, Chika Sakamoto, Shigesato Itoi","Summary : When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby."
44,Title : Wild Tales,Year : 2014,Run time : 122,IMDB rating : 8.1,Votes : 210553,Revenue USD : 3.11,Director : Damián Szifron,"Cast : Darío Grandinetti, María Marull, Mónica Villa, Diego Starosta",Summary : Six short stories that explore the extremities of human behavior involving people in distress.
45,Title : Mr. Smith Goes to Washington,Year : 1939,Run time : 129,IMDB rating : 8.1,Votes : 119414,Revenue USD : 9.6,Director : Frank Capra,"Cast : James Stewart, Jean Arthur, Claude Rains, Edward Arnold","Summary : A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character."
46,Title : The Iron Giant,Year : 1999,Run time : 86,IMDB rating : 8.1,Votes : 217735,Revenue USD : 23.16,Director : Brad Bird,"Cast : Eli Marienthal, Harry Connick Jr., Jennifer Aniston, Vin Diesel",Summary : A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.
47,Title : OMG: Oh My God!,Year : 2012,Run time : 125,IMDB rating : 8.1,Votes : 63582,Revenue USD : 0.92,Director : Umesh Shukla,"Cast : Paresh Rawal, Akshay Kumar, Mithun Chakraborty, Mahesh Manjrekar",Summary : A shopkeeper takes God to court when his shop is destroyed by an earthquake.
48,Title : Paper Moon,Year : 1973,Run time : 102,IMDB rating : 8.1,Votes : 50991,Revenue USD : 30.93,Director : Peter Bogdanovich,"Cast : Ryan O'Neal, Tatum O'Neal, Madeline Kahn, John Hillerman","Summary : During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership."
49,Title : PK,Year : 2014,Run time : 153,IMDB rating : 8.1,Votes : 196584,Revenue USD : 10.62,Director : Rajkumar Hirani,"Cast : Aamir Khan, Anushka Sharma, Sanjay Dutt, Boman Irani",Summary : An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of there religious views on there people.
